priority,block,sheet_row,finding_id,check,detail,proposed_fix
,FINALIZED-67,54,ADD-12,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,55,ADD-13,id-format,"Finding ID ""ADD-13"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,FINALIZED-67,55,ADD-13,lag-missing,Dates present but Lag blank (computed 0),Set Lag=0
,FINALIZED-67,55,ADD-13,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,55,ADD-13,accesstype-missing,"Access Type """"",Assign from AISI access timing vs release date
,FINALIZED-67,55,ADD-13,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,56,ADD-14,id-format,"Finding ID ""ADD-14"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,FINALIZED-67,56,ADD-14,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,FINALIZED-67,56,ADD-14,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,56,ADD-14,accesstype-missing,"Access Type """"",Assign from AISI access timing vs release date
,FINALIZED-67,56,ADD-14,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,57,ADD-15,id-format,"Finding ID ""ADD-15"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,FINALIZED-67,57,ADD-15,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,FINALIZED-67,57,ADD-15,sources-checked-missing,Action Level None but Sources Checked empty (needed to show the None was earnest),Record search protocol
,FINALIZED-67,57,ADD-15,accesstype-missing,"Access Type """"",Assign from AISI access timing vs release date
,FINALIZED-67,57,ADD-15,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,58,UKAISI-2026-02-JAI1,lag-without-response,"Lag ""0.0"" but no Response Date",Blank the Lag
,FINALIZED-67,58,UKAISI-2026-02-JAI1,sources-checked-missing,Action Level None but Sources Checked empty (needed to show the None was earnest),Record search protocol
,FINALIZED-67,59,UKAISI-2026-02-JAI1-s2,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,60,NEW-092,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,FINALIZED-67,60,NEW-092,sources-checked-missing,Action Level None but Sources Checked empty (needed to show the None was earnest),Record search protocol
,FINALIZED-67,60,NEW-092,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,61,NEW-092-s2,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,FINALIZED-67,61,NEW-092-s2,sources-checked-missing,Action Level None but Sources Checked empty (needed to show the None was earnest),Record search protocol
,FINALIZED-67,61,NEW-092-s2,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,62,NEW-092-s3,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,FINALIZED-67,62,NEW-092-s3,sources-checked-missing,Action Level None but Sources Checked empty (needed to show the None was earnest),Record search protocol
,FINALIZED-67,62,NEW-092-s3,keyquote-missing,Key Quote blank (codebook requires short verbatim from source),Add during quote-verification pass
,FINALIZED-67,63,JOINT-2025-05-ALI1,lag-wrong,Stated lag 21.0 != computed 0,Set Lag=0
,FINALIZED-67,63,JOINT-2025-05-ALI1,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,64,JOINT-2025-05-ALI1-s2,lag-wrong,Stated lag 21.0 != computed 29,Set Lag=29
,FINALIZED-67,64,JOINT-2025-05-ALI1-s2,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,65,JOINT-2025-00-BIO1,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,66,JOINT-2025-00-BIO1-s2,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,67,JOINT-2025-00-BIO1-s3,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,FINALIZED-67,68,JOINT-2025-00-BIO1-s4,chA-verbatim-not-verbatim,Channel A Verbatim identical to Company Response summary — not an exact quote,Replace with true verbatim from source
,REST,76,UKAISI-2025-09-SOC1,report-group-incoherent,"Report UKAISI-2025-09: rows [76, 181] disagree on ""Report Title"": ['Do Chatbots Inform or Misinform Voters?', 'Working with Frontier AI Developers to Improve Model Security']",Pick canonical value for whole report
,REST,76,UKAISI-2025-09-SOC1,report-group-incoherent,"Report UKAISI-2025-09: rows [76, 181] disagree on ""Publication Date"": ['2025-09-13 00:00:00', '2025-09-30 00:00:00']",Pick canonical value for whole report
,REST,76,UKAISI-2025-09-SOC1,report-group-incoherent,"Report UKAISI-2025-09: rows [76, 181] disagree on ""Source URL"": ['https://www.aisi.gov.uk/blog/do-chatbots-inform-or-misinform-voters', 'https://www.aisi.gov.uk/blog/how-were-working-with-frontier-ai-develop']",Pick canonical value for whole report
,REST,81,UKAISI-2025-12-SOC2,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-04,Align
,REST,82,UKAISI-2025-12-SOC3,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-04,Align
,REST,85,UKAISI-2025-12-ALI12,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-16,Align
,REST,86,UKAISI-2025-12-GOV1,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-16,Align
,REST,87,UKAISI-2025-12-CYB1,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-18,Align
,REST,88,UKAISI-2025-12-BIO1,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-18,Align
,REST,89,UKAISI-2025-12-JAI2,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-18,Align
,REST,90,UKAISI-2025-12-GOV5,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-18,Align
,REST,91,UKAISI-2026-02-CYB1,reportid-mismatch,Finding ID prefix UKAISI-2026-02 != Report ID UKAISI-2026-02b,Align
,REST,92,UKAISI-2026-02-CYB2,reportid-mismatch,Finding ID prefix UKAISI-2026-02 != Report ID UKAISI-2026-02b,Align
,REST,94,UKAISI-2026-04-ALI10,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04c,Align
,REST,95,UKAISI-2026-04-ALI11,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04c,Align
,REST,96,UKAISI-2026-04-ALI5,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04b,Align
,REST,104,JOINT-2024-11-BIO1,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,105,JOINT-2024-11-CYB1,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,106,JOINT-2024-12-BIO1,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,110,SGAISI-2025-02-JAI1,reportid-mismatch,Finding ID prefix SGAISI-2025-02 != Report ID SGAISI-RedTeaming-Challenge-2025,Align
,REST,111,AISI-JP-2025-10-SOC1,id-format,"Finding ID ""AISI-JP-2025-10-SOC1"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,112,UKAISI-2026-04-ALI1b,id-format,"Finding ID ""UKAISI-2026-04-ALI1b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,112,UKAISI-2026-04-ALI1b,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-ALI-2026-04-20,Align
,REST,112,UKAISI-2026-04-ALI1b,institution-variant,"""UKAISI""","Normalize to ""UK AISI"""
,REST,113,SGAISI-2026-06-ALI1,reportid-mismatch,Finding ID prefix SGAISI-2026-06 != Report ID SGAISI-KR-DataLeakage-Agents-2026,Align
,REST,114,UKAISI-2025-07-ALI1,reportid-mismatch,Finding ID prefix UKAISI-2025-07 != Report ID UKAISI-2025-07-ALI1,Align
,REST,114,UKAISI-2025-07-ALI1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,115,UKAISI-2025-07-JAI1,reportid-mismatch,Finding ID prefix UKAISI-2025-07 != Report ID UKAISI-2025-07-JAI1,Align
,REST,115,UKAISI-2025-07-JAI1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,116,UKAISI-2025-08-JAI11,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,117,UKAISI-2025-12a-ALI1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,118,UKAISI-2025-07-CYB1,reportid-missing,Report ID blank,Derive from source report (prefix suggests UKAISI-2025-07)
,REST,119,SGAISI-2025-07-JAI1,reportid-missing,Report ID blank,Derive from source report (prefix suggests SGAISI-2025-07)
,REST,120,SGAISI-2026-01-AUT1,reportid-missing,Report ID blank,Derive from source report (prefix suggests SGAISI-2026-01)
,REST,121,UKAISI-2025-07-AUT1,reportid-missing,Report ID blank,Derive from source report (prefix suggests UKAISI-2025-07)
,REST,121,UKAISI-2025-07-AUT1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,122,UKAISI-2025-10-ALI1b,id-format,"Finding ID ""UKAISI-2025-10-ALI1b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,122,UKAISI-2025-10-ALI1b,reportid-missing,Report ID blank,Derive from source report (prefix suggests UKAISI-2025-10)
,REST,122,UKAISI-2025-10-ALI1b,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,123,UKAISI-2025-10-AUT1,reportid-missing,Report ID blank,Derive from source report (prefix suggests UKAISI-2025-10)
,REST,123,UKAISI-2025-10-AUT1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,124,UKAISI-2026-06-ALI1b,id-format,"Finding ID ""UKAISI-2026-06-ALI1b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,124,UKAISI-2026-06-ALI1b,reportid-missing,Report ID blank,Derive from source report (prefix suggests UKAISI-2026-06)
,REST,124,UKAISI-2026-06-ALI1b,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,125,UKAISI-2025-09-AUT1,reportid-mismatch,Finding ID prefix UKAISI-2025-09 != Report ID AISI-2025-2HOP,Align
,REST,125,UKAISI-2025-09-AUT1,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,126,UKAISI-2026-02-SOC1,reportid-mismatch,Finding ID prefix UKAISI-2026-02 != Report ID AISI-2026-FUTUREWORK,Align
,REST,126,UKAISI-2026-02-SOC1,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,128,NEW-053,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-03 (shares Source URL)
,REST,128,NEW-053,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-03)
,REST,128,NEW-053,pubdate-missing,Publication Date blank,Set Publication Date = 2026-03-16 (from UKAISI-2026-03; verify vs source)
,REST,129,NEW-061,reportid-missing,Report ID blank,Set Report ID = UKAISI-ALI-2026-04-20 (shares Source URL)
,REST,129,NEW-061,institution-missing,Institution blank,Set Institution = UKAISI (from UKAISI-ALI-2026-04-20)
,REST,129,NEW-061,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-20 (from UKAISI-ALI-2026-04-20; verify vs source)
,REST,133,NEW-145,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-11 (shares Source URL)
,REST,133,NEW-145,institution-missing,Institution blank,Set Institution = UK AISI + Apollo + Vaultis + Dreadnode (from UKAISI-2025-11)
,REST,133,NEW-145,pubdate-missing,Publication Date blank,Set Publication Date = 2025-11-18 (from UKAISI-2025-11; verify vs source)
,REST,134,NEW-165,reportid-missing,Report ID blank,Set Report ID = NETWORK-2024-11 (shares Source URL)
,REST,134,NEW-165,institution-missing,Institution blank,Set Institution = Joint UK + US + Singapore AISIs (International Network) (from NETWORK-2024-11)
,REST,134,NEW-165,pubdate-missing,Publication Date blank,Set Publication Date = 2024-11-01 (from NETWORK-2024-11; verify vs source)
,REST,135,NEW-173,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-05 (shares Source URL)
,REST,135,NEW-173,institution-missing,Institution blank,Set Institution = Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC) (from JOINT-2025-05)
,REST,135,NEW-173,pubdate-missing,Publication Date blank,Set Publication Date = 2025-05-22 (from JOINT-2025-05; verify vs source)
,REST,135,NEW-173,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,136,NEW-177,reportid-missing,Report ID blank,Set Report ID = SGAISI-KR-DataLeakage-Agents-2026 (shares Source URL)
,REST,136,NEW-177,institution-missing,Institution blank,Set Institution = Singapore AI Safety Institute (SGAISI) / Korea AI Safety Institute (KR AISI) (from SGAISI-KR-DataLeakage-Agents-2026)
,REST,136,NEW-177,pubdate-missing,Publication Date blank,Set Publication Date = 2026-06-15 (from SGAISI-KR-DataLeakage-Agents-2026; verify vs source)
,REST,139,NEW-026,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-12-04 (shares Source URL)
,REST,139,NEW-026,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2025-12-04)
,REST,139,NEW-026,pubdate-missing,Publication Date blank,Set Publication Date = 2025-12-04 (from UKAISI-2025-12-04; verify vs source)
,REST,141,NEW-062,reportid-missing,Report ID blank,Set Report ID = UKAISI-ALI-2026-04-20 (shares Source URL)
,REST,141,NEW-062,institution-missing,Institution blank,Set Institution = UKAISI (from UKAISI-ALI-2026-04-20)
,REST,141,NEW-062,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-20 (from UKAISI-ALI-2026-04-20; verify vs source)
,REST,142,NEW-078,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-06 (shares Source URL)
,REST,142,NEW-078,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-06)
,REST,142,NEW-078,pubdate-missing,Publication Date blank,Set Publication Date = 2026-06-08 (from UKAISI-2026-06; verify vs source)
,REST,143,NEW-094,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,144,NEW-154,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02 (shares Source URL)
,REST,144,NEW-154,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI (from JOINT-2026-02)
,REST,144,NEW-154,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-05 (from JOINT-2026-02; verify vs source)
,REST,144,NEW-154,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,145,NEW-174,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-05 (shares Source URL)
,REST,145,NEW-174,institution-missing,Institution blank,Set Institution = Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC) (from JOINT-2025-05)
,REST,145,NEW-174,pubdate-missing,Publication Date blank,Set Publication Date = 2025-05-22 (from JOINT-2025-05; verify vs source)
,REST,145,NEW-174,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,147,NEW-027,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-12-04 (shares Source URL)
,REST,147,NEW-027,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2025-12-04)
,REST,147,NEW-027,pubdate-missing,Publication Date blank,Set Publication Date = 2025-12-04 (from UKAISI-2025-12-04; verify vs source)
,REST,148,NEW-079,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-06 (shares Source URL)
,REST,148,NEW-079,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-06)
,REST,148,NEW-079,pubdate-missing,Publication Date blank,Set Publication Date = 2026-06-08 (from UKAISI-2026-06; verify vs source)
,REST,151,NEW-095,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,152,NEW-107,lag-missing,Dates present but Lag blank (computed 0),Set Lag=0
,REST,153,NEW-111,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,154,NEW-115,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-08 (shares Source URL)
,REST,154,NEW-115,institution-missing,Institution blank,Set Institution = UK AI Security Institute (from UKAISI-2025-08)
,REST,154,NEW-115,pubdate-missing,Publication Date blank,Set Publication Date = 2025-08-08 (from UKAISI-2025-08; verify vs source)
,REST,155,NEW-135,reportid-missing,Report ID blank,Derive from source report
,REST,155,NEW-135,institution-missing,Institution blank,Fill from report
,REST,155,NEW-135,pubdate-missing,Publication Date blank,Verify against source
,REST,156,NEW-155,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02 (shares Source URL)
,REST,156,NEW-155,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI (from JOINT-2026-02)
,REST,156,NEW-155,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-05 (from JOINT-2026-02; verify vs source)
,REST,156,NEW-155,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,157,NEW-159,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-03 (shares Source URL)
,REST,157,NEW-159,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI + Gray Swan (from JOINT-2026-03)
,REST,157,NEW-159,pubdate-missing,Publication Date blank,Set Publication Date = 2026-03-23 (from JOINT-2026-03; verify vs source)
,REST,158,NEW-171,reportid-missing,Report ID blank,Set Report ID = SGAISI-RedTeaming-Challenge-2025 (shares Source URL)
,REST,158,NEW-171,institution-missing,Institution blank,Set Institution = Singapore AI Safety Institute (SGAISI) / IMDA (from SGAISI-RedTeaming-Challenge-2025)
,REST,158,NEW-171,pubdate-missing,Publication Date blank,Set Publication Date = 2025-02-11 (from SGAISI-RedTeaming-Challenge-2025; verify vs source)
,REST,159,NEW-175,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-05 (shares Source URL)
,REST,159,NEW-175,institution-missing,Institution blank,Set Institution = Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC) (from JOINT-2025-05)
,REST,159,NEW-175,pubdate-missing,Publication Date blank,Set Publication Date = 2025-05-22 (from JOINT-2025-05; verify vs source)
,REST,159,NEW-175,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,162,NEW-052,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-03 (shares Source URL)
,REST,162,NEW-052,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-03)
,REST,162,NEW-052,pubdate-missing,Publication Date blank,Set Publication Date = 2026-03-16 (from UKAISI-2026-03; verify vs source)
,REST,163,NEW-056,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-03b (shares Source URL)
,REST,163,NEW-056,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-03b)
,REST,163,NEW-056,pubdate-missing,Publication Date blank,Set Publication Date = 2026-03-23 (from UKAISI-2026-03b; verify vs source)
,REST,164,NEW-060,reportid-missing,Report ID blank,Set Report ID = UKAISI-ALI-2026-04-20 (shares Source URL)
,REST,164,NEW-060,institution-missing,Institution blank,Set Institution = UKAISI (from UKAISI-ALI-2026-04-20)
,REST,164,NEW-060,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-20 (from UKAISI-ALI-2026-04-20; verify vs source)
,REST,165,NEW-068,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-04b (shares Source URL)
,REST,165,NEW-068,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-04b)
,REST,165,NEW-068,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-27 (from UKAISI-2026-04b; verify vs source)
,REST,165,NEW-068,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,167,NEW-096,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,168,NEW-108,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-03-GOV1 (shares Source URL)
,REST,168,NEW-108,institution-missing,Institution blank,Set Institution = UK AI Security Institute (from UKAISI-2025-03-GOV1)
,REST,168,NEW-108,pubdate-missing,Publication Date blank,Set Publication Date = 2025-03-02 (from UKAISI-2025-03-GOV1; verify vs source)
,REST,169,NEW-152,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02 (shares Source URL)
,REST,169,NEW-152,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI (from JOINT-2026-02)
,REST,169,NEW-152,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-05 (from JOINT-2026-02; verify vs source)
,REST,169,NEW-152,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,170,NEW-164,reportid-missing,Report ID blank,Set Report ID = USCAISI-2026-04 (shares Source URL)
,REST,170,NEW-164,institution-missing,Institution blank,Set Institution = SecureBio + US CAISI (from USCAISI-2026-04)
,REST,170,NEW-164,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-23 (from USCAISI-2026-04; verify vs source)
,REST,170,NEW-164,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,171,NEW-168,reportid-missing,Report ID blank,Set Report ID = SGAISI-RedTeaming-Challenge-2025 (shares Source URL)
,REST,171,NEW-168,institution-missing,Institution blank,Set Institution = Singapore AI Safety Institute (SGAISI) / IMDA (from SGAISI-RedTeaming-Challenge-2025)
,REST,171,NEW-168,pubdate-missing,Publication Date blank,Set Publication Date = 2025-02-11 (from SGAISI-RedTeaming-Challenge-2025; verify vs source)
,REST,172,NEW-172,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-05 (shares Source URL)
,REST,172,NEW-172,institution-missing,Institution blank,Set Institution = Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC) (from JOINT-2025-05)
,REST,172,NEW-172,pubdate-missing,Publication Date blank,Set Publication Date = 2025-05-22 (from JOINT-2025-05; verify vs source)
,REST,172,NEW-172,response-without-pubdate,Response Date present but Publication Date blank,Fill pub date first
,REST,173,NEW-176,reportid-missing,Report ID blank,Set Report ID = SGAISI-KR-DataLeakage-Agents-2026 (shares Source URL)
,REST,173,NEW-176,institution-missing,Institution blank,Set Institution = Singapore AI Safety Institute (SGAISI) / Korea AI Safety Institute (KR AISI) (from SGAISI-KR-DataLeakage-Agents-2026)
,REST,173,NEW-176,pubdate-missing,Publication Date blank,Set Publication Date = 2026-06-15 (from SGAISI-KR-DataLeakage-Agents-2026; verify vs source)
,REST,180,UKAISI-2025-08-JAI2,reportid-mismatch,Finding ID prefix UKAISI-2025-08 != Report ID UKAISI-2025-08-29,Align
,REST,184,UKAISI-2025-12-GOV2,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-04,Align
,REST,187,UKAISI-2026-04-ALI15,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04d,Align
,REST,188,UKAISI-2026-04-ALI16,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04d,Align
,REST,189,UKAISI-2026-04-ALI17,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04d,Align
,REST,190,UKAISI-2026-04-ALI9,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-2026-04c,Align
,REST,201,JOINT-2024-11-GOV1,institution-variant,"""Joint UK AISI + US AISI""","Normalize to ""Joint UK AISI + US CAISI"""
,REST,207,UKAISI-2025-12-SOC5,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-17,Align
,REST,208,UKAISI-2025-12-GOV3,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-17,Align
,REST,209,UKAISI-2025-12-GOV4,reportid-mismatch,Finding ID prefix UKAISI-2025-12 != Report ID UKAISI-2025-12-17,Align
,REST,211,JOINT-2026-02-GOV1b,id-format,"Finding ID ""JOINT-2026-02-GOV1b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,211,JOINT-2026-02-GOV1b,reportid-mismatch,Finding ID prefix JOINT-2026-02 != Report ID JOINT-2026-02b,Align
,REST,212,JOINT-2026-02-GOV2b,id-format,"Finding ID ""JOINT-2026-02-GOV2b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,212,JOINT-2026-02-GOV2b,reportid-mismatch,Finding ID prefix JOINT-2026-02 != Report ID JOINT-2026-02b,Align
,REST,218,UKAISI-2026-04-ALI2b,id-format,"Finding ID ""UKAISI-2026-04-ALI2b"" not in codebook scheme (INSTITUTION-YYYY-MM-DOMn / NEW-### / -sN)",Rename to scheme or extend codebook (ADD-## is undocumented)
,REST,218,UKAISI-2026-04-ALI2b,reportid-mismatch,Finding ID prefix UKAISI-2026-04 != Report ID UKAISI-ALI-2026-04-10,Align
,REST,218,UKAISI-2026-04-ALI2b,institution-variant,"""UKAISI""","Normalize to ""UK AISI"""
,REST,219,USCAISI-2026-05-GOV1,reportid-mismatch,Finding ID prefix USCAISI-2026-05 != Report ID USCAISI-GOV-2026-05-01,Align
,REST,219,USCAISI-2026-05-GOV1,institution-variant,"""USCAISI""","Normalize to ""US CAISI"""
,REST,220,UKAISI-2026-05-ALI1,reportid-mismatch,Finding ID prefix UKAISI-2026-05 != Report ID UKAISI-ALI-2026-05-14,Align
,REST,220,UKAISI-2026-05-ALI1,institution-variant,"""UKAISI""","Normalize to ""UK AISI"""
,REST,221,UKAISI-2026-05-ALI2,reportid-mismatch,Finding ID prefix UKAISI-2026-05 != Report ID UKAISI-ALI-2026-05-30,Align
,REST,221,UKAISI-2026-05-ALI2,institution-variant,"""UKAISI""","Normalize to ""UK AISI"""
,REST,222,UKAISI-2024-01-GOV1,institution-variant,"""UK AI Safety Institute""","Normalize to ""UK AISI"""
,REST,223,UKAISI-2024-05-GOV1,reportid-mismatch,Finding ID prefix UKAISI-2024-05 != Report ID UKAISI-2024-05c,Align
,REST,223,UKAISI-2024-05-GOV1,institution-variant,"""UK AI Safety Institute""","Normalize to ""UK AISI"""
,REST,224,UKAISI-2024-11-GOV11,reportid-mismatch,Finding ID prefix UKAISI-2024-11 != Report ID UKAISI-FIRST-YEAR-2024,Align
,REST,224,UKAISI-2024-11-GOV11,institution-variant,"""UK AI Safety Institute""","Normalize to ""UK AISI"""
