venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
Kenya (Ministry of ICT and Digital Economy - network member),CS Hon. William Kabogo presides over the Ground-Breaking Ceremony for the construction of Nxtra by Airtel Africa Data Centre at Tatu City,https://ict.go.ke/cs-hon-william-kabogo-presides-over-ground-breaking-ceremony-construction-nxtra-airtel-africa-data,2025-09-09,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Driving Digital Infrastructure for Healthcare Sector,https://ict.go.ke/driving-digital-infrastructure-healthcare-sector,2025-09-09,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Steve Isaboke EBS hosted the Ambassador of Romania to Kenya H.E Gentiana Serbu,https://ict.go.ke/ps-steve-isaboke-ebs-hosted-ambassador-romania-kenya-he-gentiana-serbu,2025-09-09,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Government keen on supporting content creators to grow the Digital Economy,https://ict.go.ke/government-keen-supporting-content-creators-grow-digital-economy,2025-09-08,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Ongoing Stakeholder Engagement in Kenya's Connectivity Efforts,https://ict.go.ke/ongoing-stakeholder-engagement-kenyas-connectivity-efforts,2025-09-04,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),C.S William Kabogo Hosts World Bank Delegation to Discuss Kenya Digital Economy Acceleration Project (KDEAP),https://ict.go.ke/cs-william-kabogo-hosts-world-bank-delegation-discuss-kenya-digital-economy-acceleration-project,2025-09-04,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"PS Isaboke Welcomes Safaricom Delegation, Reaffirming Shared Commitment to Digital Partnership",https://ict.go.ke/ps-isaboke-welcomes-safaricom-delegation-reaffirming-shared-commitment-digital-partnership,2025-09-02,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Register now at the Africa Centre of Competence for Digital & AI Skilling,https://ict.go.ke/register-now-africa-centre-competence-digital-ai-skilling,2025-09-02,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Isaboke Highlights Kenya's Digital Future at Africa Broadband Mapping Systems Event,https://ict.go.ke/ps-isaboke-highlights-kenyas-digital-future-africa-broadband-mapping-systems-event,2025-08-25,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),C.S William Kabogo Champions Youth Empowerment at Belgut Digital Innovation Event,https://ict.go.ke/cs-william-kabogo-champions-youth-empowerment-belgut-digital-innovation-event,2025-08-23,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Groundbreaking of Nyamira University Set to Boost Education, ICT, and Local Economic Growth",https://ict.go.ke/groundbreaking-nyamira-university-set-boost-education-ict-and-local-economic-growth,2025-08-21,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),ICT Ministry to partner with Meru County government in setting up 6 Digital Hubs in the region,https://ict.go.ke/ict-ministry-partner-meru-county-government-setting-6-digital-hubs-region,2025-08-21,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Tanui Inspires Homa Bay Students on Educational Tour to Nairobi and Konza City,https://ict.go.ke/ps-tanui-inspires-homa-bay-students-educational-tour-nairobi-and-konza-city,2025-08-20,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Kenya, Japan Deepen Digital and E-Commerce Ties in Strategic Talks Ahead of UPU Elections",https://ict.go.ke/kenya-japan-deepen-digital-and-e-commerce-ties-strategic-talks-ahead-upu-elections,2025-08-19,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Principal Secretary Isaboke Tours KNA and Posta Kenya Offices in Kisii, Inspects Studio Mashinani Project",https://ict.go.ke/principal-secretary-isaboke-tours-kna-and-posta-kenya-offices-kisii-inspects-studio-mashinani,2025-08-14,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),ICT Ministry Showcases its Digital Transformation Agenda at the 9th Devolution Conference in Homabay County,https://ict.go.ke/ict-ministry-showcases-its-digital-transformation-agenda-9th-devolution-conference-homabay-county,2025-08-14,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Devolution Drives Inclusivity and Digitisation Across Counties,https://ict.go.ke/devolution-drives-inclusivity-and-digitisation-across-counties,2025-08-14,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Leveraging Emerging Technology for Universal Health Coverage,https://ict.go.ke/leveraging-emerging-technology-universal-health-coverage,2025-08-14,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Eng. John Tanui Tours ICT and Digital Economy Booths at 9th Devcon 2025,https://ict.go.ke/eng-john-tanui-tours-ict-and-digital-economy-booths-9th-devcon-2025,2025-08-13,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Africa Gears Up for WRC-27 with Unified Push on Spectrum Management,https://ict.go.ke/africa-gears-wrc-27-unified-push-spectrum-management,2025-08-12,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Strengthening Kenya's Bio-Vaccine Research & Digital Health Systems,https://ict.go.ke/strengthening-kenyas-bio-vaccine-research-digital-health-systems,2025-08-08,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Isaboke briefs parliament on new ICT laws as State targets digital regulation overhaul,https://ict.go.ke/ps-isaboke-briefs-parliament-new-ict-laws-state-targets-digital-regulation-overhaul,2025-08-07,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya poised to be Africa's Green Digital Hub,https://ict.go.ke/kenya-poised-be-africas-green-digital-hub,2025-08-05,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya to Host Inaugural Software Summit in October,https://ict.go.ke/kenya-host-inaugural-software-summit-october,2025-08-05,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),C.S William Kabogo Highlights Progress and Strategies for Government Service Digitization and Digital Inclusion,https://ict.go.ke/cs-william-kabogo-highlights-progress-and-strategies-government-service-digitization-and-digital,2025-08-01,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Government Committed to Safeguarding Personal Data Privacy and Security,https://ict.go.ke/government-committed-safeguarding-personal-data-privacy-and-security,2025-07-29,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Isaboke Champions Tech-Powered Government Communication,https://ict.go.ke/ps-isaboke-champions-tech-powered-government-communication,2025-07-29,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Principal Secretary Advocates for Outcome-Based Work Plans in Performance Contracts,https://ict.go.ke/principal-secretary-advocates-outcome-based-work-plans-performance-contracts,2025-07-28,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya's Cybergame 2025 Awards Recognize Top Cybersecurity Talent,https://ict.go.ke/kenyas-cybergame-2025-awards-recognize-top-cybersecurity-talent,2025-07-24,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS: Isaboke Leads Delegation to Present Revised Telecommunications Subscriber Registration Regulations,https://ict.go.ke/ps-isaboke-leads-delegation-present-revised-telecommunications-subscriber-registration-regulations,2025-07-24,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),CS H.E. Hon. William Kabogo Gitau has presided over the official launch of KIFWA Strategic Plan 2025-2030 and unveiling of KIFWA's new logo,https://ict.go.ke/cs-he-hon-william-kabogo-gitau-has-presided-over-official-launch-kifwa-strategic-plan-2025-2030-and,2025-07-24,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Newly Appointed Principal Secretaries Inducted on Performance Contracting for Enhanced Public Service Delivery,https://ict.go.ke/newly-appointed-principal-secretaries-inducted-performance-contracting-enhanced-public-service,2025-07-23,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),ICT PS PRESIDES OVER GovAI PUBLIC SECTOR WORKSHOP,https://ict.go.ke/ict-ps-presides-over-govai-public-sector-workshop,2025-07-22,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Digital Inclusion Key to Empowering Marginalised Communities, Says PS Isaboke",https://ict.go.ke/digital-inclusion-key-empowering-marginalised-communities-says-ps-isaboke,2025-07-22,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya Finalizes National Communication Policy to Enhance Government Engagement,https://ict.go.ke/kenya-finalizes-national-communication-policy-enhance-government-engagement,2025-07-21,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya-Tanzania Launch Cross-Border Terrestrial Fiber Link,https://ict.go.ke/kenya-tanzania-launch-cross-border-terrestrial-fiber-link,2025-07-18,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),400 Trainees Graduate From the 9th Cohort of the Presidential Digital Talent Programme (PDTP),https://ict.go.ke/400-trainees-graduate-9th-cohort-presidential-digital-talent-programme-pdtp,2025-07-17,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Repositioning the Postal Corporation of Kenya for Digital Transformation,https://ict.go.ke/repositioning-postal-corporation-kenya-digital-transformation,2025-07-15,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenyan Delegation Participates in WSIS+20 High-Level Event in Geneva,https://ict.go.ke/kenyan-delegation-participates-wsis20-high-level-event-geneva,2025-07-08,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Fostering Leadership and Technological Innovation,https://ict.go.ke/fostering-leadership-and-technological-innovation,2025-07-04,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The government is committed to creating a viable environment for simplifying how young entrepreneurs conduct business in the digital space.,https://ict.go.ke/government-committed-creating-viable-environment-simplifying-how-young-entrepreneurs-conduct,2025-07-04,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"The Office of the Data Protection Commissioner (ODPC) Nyeri Regional Office was officially inaugurated, alongside the launch of the ODPC Strategic Plan 2025-2029, at Dedan Kimathi University of Technology (DeKUT) in Nyeri County",https://ict.go.ke/office-data-protection-commissioner-odpc-nyeri-regional-office-was-officially-inaugurated-alongside,2025-07-04,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The CS Hon. William Kabogo Gitau affirmed the government's commitment to protect media freedom as enshrined in the Constitution.,https://ict.go.ke/cs-hon-william-kabogo-gitau-affirmed-governments-commitment-protect-media-freedom-enshrined,2025-07-03,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Mobile Network Operators Push for Policy Reforms to Boost Digital Inclusion in Kenya,https://ict.go.ke/mobile-network-operators-push-policy-reforms-boost-digital-inclusion-kenya,2025-07-01,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya is Positioning Itself as a Launchpad for Africa's Digital Transformation,https://ict.go.ke/kenya-positioning-itself-launchpad-africas-digital-transformation,2025-06-26,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Ministry Hosts Kenya-Japan Public Workshop,https://ict.go.ke/ministry-hosts-kenya-japan-public-workshop,2025-06-24,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Broadcasting and Telecommunications Meets Hon. MP Mvita to Foster Collaboration on ICT Development,https://ict.go.ke/ps-broadcasting-and-telecommunications-meets-hon-mp-mvita-foster-collaboration-ict-development,2025-06-24,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Isaboke Urges Support for Homegrown Brands as Pillars of Kenya's Global Identity,https://ict.go.ke/ps-isaboke-urges-support-homegrown-brands-pillars-kenyas-global-identity,2025-06-24,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Tanui Urges Newly Appointed ICT Officers to Work Diligently and Proactively in Executing their Technical Mandate,https://ict.go.ke/ps-tanui-urges-newly-appointed-ict-officers-work-diligently-and-proactively-executing-their,2025-06-23,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"PS Isaboke Calls for Effective Communication of Government Agenda, Progress and Opportunities",https://ict.go.ke/ps-isaboke-calls-effective-communication-government-agenda-progress-and-opportunities,2025-06-23,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"47 ICT Centres and 1,450 Hubs Nationwide to Bridge Digital Divide and Spur Innovation",https://ict.go.ke/47-ict-centres-and-1450-hubs-nationwide-bridge-digital-divide-and-spur-innovation,2025-06-22,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Principal Secretary for Broadcasting and Telecommunications, Stephen Isaboke, Joins Dignitaries to Celebrate 100 Years of Kendu Adventist Hospital",https://ict.go.ke/principal-secretary-broadcasting-and-telecommunications-stephen-isaboke-joins-dignitaries-celebrate,2025-06-22,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Tanui presides over official handover of Kenya-AIST Project,https://ict.go.ke/ps-tanui-presides-over-official-handover-kenya-aist-project,2025-06-17,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Empowering Youth Through Digital Skills: Launch of the Jitume Digital Hub at Mazeras VTC,https://ict.go.ke/empowering-youth-through-digital-skills-launch-jitume-digital-hub-mazeras-vtc,2025-06-13,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"CA Invests KES 250 Million to Digitize Kenya's Judiciary, Connecting 42 Law Courts to Local Area Networks",https://ict.go.ke/ca-invests-kes-250-million-digitize-kenyas-judiciary-connecting-42-law-courts-local-area-networks,2025-06-13,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"APRA 2025 Wraps with Focus on PR Bill, Digital Super Highway, and Reforms",https://ict.go.ke/apra-2025-wraps-focus-pr-bill-digital-super-highway-and-reforms,2025-06-12,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Diani Police station is among the 35 sites connected to public Wi-Fi, implemented under the first phase of Digital SuperHighway",https://ict.go.ke/diani-police-station-among-35-sites-connected-public-wi-fi-implemented-under-first-phase-digital,2025-06-12,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),CS Hon. William Kabogo Gitau visits Kenya Medical Training College (KMTC) Msambweni Campus and Ukunda Vocational Training Center (VTC) to assess the status of the public Wi-Fi.,https://ict.go.ke/cs-hon-william-kabogo-gitau-visits-kenya-medical-training-college-kmtc-msambweni-campus-and-ukunda,2025-06-12,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Tanui Hosts German Open Source Business Alliance Delegation,https://ict.go.ke/ps-tanui-hosts-german-open-source-business-alliance-delegation,2025-06-11,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Fast and reliable internet connection is pivotal for increasing access to information and ensuring a robust health care system.,https://ict.go.ke/fast-and-reliable-internet-connection-pivotal-increasing-access-information-and-ensuring-robust,2025-06-11,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Plans are underway to restructure Kenya Broadcasting Corporation (KBC) and Kenya News Agency (KNA),https://ict.go.ke/plans-are-underway-restructure-kenya-broadcasting-corporation-kbc-and-kenya-news-agency-kna,2025-06-11,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),CS Hon. William Kabogo Gitau has officially opened The African Public Relations Association (APRA) 36th Annual Conference held in Mombasa County,https://ict.go.ke/cs-hon-william-kabogo-gitau-has-officially-opened-african-public-relations-association-apra-36th,2025-06-10,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Tanui Hosts Virtual Asset Chamber and Binance Delegation,https://ict.go.ke/ps-tanui-hosts-virtual-asset-chamber-and-binance-delegation,2025-06-10,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"PS Isaboke Calls for Collaborative, Modern, and Inclusive Reforms at KBC",https://ict.go.ke/ps-isaboke-calls-collaborative-modern-and-inclusive-reforms-kbc,2025-06-10,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Principal Secretary Stephen Isaboke Attends Inaugural Nation Petroleum Summit,https://ict.go.ke/principal-secretary-stephen-isaboke-attends-inaugural-nation-petroleum-summit,2025-06-09,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Nation Media Group CEO Pays Courtesy Call to PS Broadcasting and Telecommunications,https://ict.go.ke/nation-media-group-ceo-pays-courtesy-call-ps-broadcasting-and-telecommunications,2025-06-03,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The government's agenda is to ensure no one is left behind in the implementation of digital connectivity programs.,https://ict.go.ke/governments-agenda-ensure-no-one-left-behind-implementation-digital-connectivity-programs,2025-06-03,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),AI Training for Public Servants Set to be Launched by July 2025,https://ict.go.ke/ai-training-public-servants-set-be-launched-july-2025-0,2025-06-03,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Digital Superhighway: Powering Kenya's Blue Economy,https://ict.go.ke/digital-superhighway-powering-kenyas-blue-economy,2025-06-01,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"The Joint Communique was presented at the closing ceremony of the 14th Annual Connected Africa Summit (CAS) 2025 held in Diani, Kwale County",https://ict.go.ke/joint-communique-was-presented-closing-ceremony-14th-annual-connected-africa-summit-cas-2025-held,2025-05-29,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya is fully committed to supporting cross-border data flows in the East African Community (EAC) for enhanced economic growth and regional integration,https://ict.go.ke/kenya-fully-committed-supporting-cross-border-data-flows-east-african-community-eac-enhanced,2025-05-28,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The 14th Annual Connected Africa Summit (CAS) 2025 has been officially opened by CS Hon. William Kabogo Gitau,https://ict.go.ke/14th-annual-connected-africa-summit-cas-2025-has-been-officially-opened-cs-hon-william-kabogo-gitau,2025-05-27,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),BPO track:Positioning Kenya as Africa's Next Hub for Outsourcing IT Enabled Services (ITES),https://ict.go.ke/bpo-trackpositioning-kenya-africas-next-hub-outsourcing-it-enabled-services-ites,2025-05-26,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The government is leveraging digital technology to revitalize POSTA's courier ecosystem,https://ict.go.ke/government-leveraging-digital-technology-revitalize-postas-courier-ecosystem,2025-05-26,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"The Information, Communications and the Digital Economy Cabinet Secretary Hon. William Kabogo Gitau has officially opened the NG-CDF Mvita Jitume Digital Hub in Mombasa County,",https://ict.go.ke/information-communications-and-digital-economy-cabinet-secretary-hon-william-kabogo-gitau-has,2025-05-26,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"The Ministry of Information, Communications and the Digital Economy (MICDE) has formulated Communication Policies that embed emergency response as part of climate adaptation measures.",https://ict.go.ke/ministry-information-communications-and-digital-economy-micde-has-formulated-communication-policies,2025-05-21,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),It's All Systems Go For The 2nd Edition Of The Connected Africa Summit (CAS) 2025,https://ict.go.ke/its-all-systems-go-2nd-edition-connected-africa-summit-cas-2025,2025-05-19,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Communication at the Core of Government Operations,https://ict.go.ke/communication-core-government-operations,2025-05-19,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"CS William Kabogo Opens Annual Media Summit, Launches Code of Conduct for Media Practice 2025",https://ict.go.ke/cs-william-kabogo-opens-annual-media-summit-launches-code-conduct-media-practice-2025,2025-05-15,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Government Committed to Enhancing Internet Connectivity and Access Across Kenya and Its Borders,https://ict.go.ke/government-committed-enhancing-internet-connectivity-and-access-across-kenya-and-its-borders,2025-05-15,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),CS attends EU-Kenya Business Forum 2025,https://ict.go.ke/cs-attends-eu-kenya-business-forum-2025,2025-05-12,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Workshop Launched to Finalize Government Communications Strategy and National Communications Policy,https://ict.go.ke/workshop-launched-finalize-government-communications-strategy-and-national-communications-policy,2025-05-11,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Tech Leaders Tee Off: Connected Africa Summit 2025 Golf Tournament Unites ICT Stakeholders in Nairobi,https://ict.go.ke/tech-leaders-tee-connected-africa-summit-2025-golf-tournament-unites-ict-stakeholders-nairobi,2025-05-09,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The Role Of Youth In Shaping Digital Democracy In Kenya,https://ict.go.ke/role-youth-shaping-digital-democracy-kenya,2025-05-08,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Government enhances digital connectivity as an enabler to trade and investment,https://ict.go.ke/government-enhances-digital-connectivity-enabler-trade-and-investment,2025-05-07,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),CS Kabogo attends the launch of Airtel AI Spam Alert Services,https://ict.go.ke/cs-kabogo-attends-launch-airtel-ai-spam-alert-services,2025-05-07,EXCLUDED - no findings,auto: non-publication/PR/opinion by title,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The 6th Engineering Partnership Convention (EPC 2025) kicks off in Nairobi,https://ict.go.ke/6th-engineering-partnership-convention-epc-2025-kicks-nairobi,2025-05-07,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Officials from Uganda Communications Commission in the country on a bench marking exercise on effective governance of ICT sector,https://ict.go.ke/officials-uganda-communications-commission-country-bench-marking-exercise-effective-governance-ict,2025-05-06,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),PS Isaboke highlights the importance of project management,https://ict.go.ke/ps-isaboke-highlights-importance-project-management,2025-05-05,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The Government is in the process of revamping Postal Corporation of Kenya (PCK) to fully exploit opportunities existing in the digital space such as e-commerce.,https://ict.go.ke/government-process-revamping-postal-corporation-kenya-pck-fully-exploit-opportunities-existing,2025-05-05,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),Kenya Marks this Year's Cyber Drill,https://ict.go.ke/kenya-marks-years-cyber-drill,2025-04-30,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"State Department for Broadcasting and Telecommunications (SDBT) Principal Secretary, Mr. Stephen Isaboke meets (SDBT) Directors and Heads of Departments",https://ict.go.ke/state-department-broadcasting-and-telecommunications-sdbt-principal-secretary-mr-stephen-isaboke,2025-04-25,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),The Government is currently restructuring the Postal Corporation of Kenya (PCK),https://ict.go.ke/government-currently-restructuring-postal-corporation-kenya-pck,2025-04-23,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
Kenya (Ministry of ICT and Digital Economy - network member),"Mr. Stephen Isaboke takes over the office of Principal Secretary, State Department for Broadcasting and Telecommunications (SDBT), in a handing over ceremony held at the Ministry Headquarters",https://ict.go.ke/mr-stephen-isaboke-takes-over-office-principal-secretary-state-department-broadcasting-and,2025-04-23,NEEDS-FETCH,ambiguous — title-undecidable,,2026-08-01,triage
