venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
Dreadnode,"AI Red Teaming a Frontier Model, Live: From Natural Language to Findings",https://dreadnode.io/research/ai-red-teaming-frontier-model-live-demo,2026-06-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Dreadnode,Beyond the Terminal: Offensive Security Evals for Embodied Reasoning,https://dreadnode.io/research/embodied-reasoning-offensive-security-evals,2026-07-08,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Dreadnode,"Dreadnode at BlackHat, DEFCON, & AI Security Forum: Own Your Autonomous Security Stack",https://dreadnode.io/company/newsroom/black-hat-2026-def-con-ai-security-forum,2026-07-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Dreadnode,Introducing DreadIndex: An Offensive Security Benchmark for Language Models,https://dreadnode.io/research/introducing-dreadindex-offensive-security-benchmark-for-language-models,2026-07-16,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
Dreadnode,Every Model Cheats: Prompt-Level Mitigation of Cheating on Offensive Cyber Tasks,https://dreadnode.io/research/every-model-cheats-prompt-level-mitigation-of-cheating-on-offensive-cyber-tasks,2026-07-29,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
Dreadnode,"The Scaffolding is the Red Team: AIRTBench, One Year Later",https://dreadnode.io/research/the-scaffolding-is-the-red-team-airt-bench-one-year-later,2026-07-31,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
EPFL,Opening of the new EPFL AI Center: A Hub for AI in Switzerland,https://ai.epfl.ch/opening-of-the-new-epfl-ai-center-a-hub-for-ai-in-switzerland,2023-11-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL's new Large Language Model for Medical Knowledge,https://ai.epfl.ch/epfls-new-large-language-model-for-medical-knowledge,2023-11-28,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI unlocks new insights in neurodegenerative disease research,https://ai.epfl.ch/ai-unlocks-new-insights-in-neurodegenerative-disease-research,2023-12-12,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI in the fight against global inequality,https://ai.epfl.ch/ai-in-the-fight-against-global-inequality,2024-01-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Anything-in-anything-out: a new modular AI model,https://ai.epfl.ch/anything-in-anything-out-a-new-modular-ai-model,2024-02-26,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Charting new paths in AI learning,https://ai.epfl.ch/charting-new-paths-in-ai-learning,2024-02-28,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Joint initiative for trustworthy AI,https://ai.epfl.ch/joint-initiative-for-trustworthy-ai,2024-03-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new EPFL tool shows the decline of political tone in the US,https://ai.epfl.ch/a-new-epfl-tool-shows-the-decline-of-political-tone-in-the-us,2024-03-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Enhancing AI robustness for more secure and reliable systems,https://ai.epfl.ch/enhancing-ai-robustness-for-more-secure-and-reliable-systems,2024-03-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Making AI work for everyone,https://ai.epfl.ch/making-ai-work-for-everyone,2024-03-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Does Artificial Intelligence work in English?,https://ai.epfl.ch/does-artificial-intelligence-work-in-english,2024-03-14,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,How the brain senses body position and movement,https://ai.epfl.ch/how-the-brain-senses-body-position-and-movement,2024-04-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI's new power of persuasion: it can change your mind,https://ai.epfl.ch/ais-new-power-of-persuasion-it-can-change-your-mind,2024-04-15,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
EPFL,Modular software for scientific image reconstruction,https://ai.epfl.ch/modular-software-for-scientific-image-reconstruction,2024-05-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"EPFL Applied Machine Learning Days: Energy, Maturity and Optimism",https://ai.epfl.ch/epfl-applied-machine-learning-days-energy-maturity-and-optimism,2024-05-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Tailoring digital responses for humanitarian action,https://ai.epfl.ch/tailoring-digital-responses-for-humanitarian-action,2024-05-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Machine learning accelerates discovery of solar-cell perovskites,https://ai.epfl.ch/machine-learning-accelerates-discovery-of-solar-cell-perovskites,2024-05-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,An AI leap into chemical synthesis,https://ai.epfl.ch/an-ai-leap-into-chemical-synthesis,2024-05-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,I want to give students a toolbox for identifying ethical issues,https://ai.epfl.ch/i-want-to-give-students-a-toolbox-for-identifying-ethical-issues,2024-05-23,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Scientists map biodiversity changes in the world's forests,https://ai.epfl.ch/scientists-map-biodiversity-changes-in-the-worlds-forests,2024-05-31,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Mapping the biology of spinal cord injury in unprecedented detail,https://ai.epfl.ch/mapping-the-biology-of-spinal-cord-injury-in-unprecedented-detail,2024-06-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Unifying behavioral analysis through animal foundation models,https://ai.epfl.ch/unifying-behavioral-analysis-through-animal-foundation-models,2024-06-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Membrane protein analogues could accelerate drug discovery,https://ai.epfl.ch/membrane-protein-analogues-could-accelerate-drug-discovery,2024-06-26,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI matches protein interaction partners,https://ai.epfl.ch/ai-matches-protein-interaction-partners,2024-07-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Navigating the labyrinth: How AI tackles complex data sampling,https://ai.epfl.ch/navigating-the-labyrinth-how-ai-tackles-complex-data-sampling,2024-07-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Bridging the 'Valley of Death' in carbon capture,https://ai.epfl.ch/bridging-the-valley-of-death-in-carbon-capture,2024-07-18,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Making a difference with the MAKE Assistive Technologies Challenge,https://ai.epfl.ch/making-a-difference-with-the-make-assistive-technologies-challenge,2024-07-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Flying like a beetle,https://ai.epfl.ch/flying-like-a-beetle,2024-08-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Stranger Danger and online fringe communities,https://ai.epfl.ch/stranger-danger-and-online-fringe-communities,2024-08-05,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Engineers bring efficient optical neural networks into focus,https://ai.epfl.ch/engineers-bring-efficient-optical-neural-networks-into-focus,2024-08-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new AI approach to protein design,https://ai.epfl.ch/a-new-ai-approach-to-protein-design,2024-08-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI enhances chemical analysis at the nanoscale,https://ai.epfl.ch/ai-enhances-chemical-analysis-at-the-nanoscale,2024-08-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"When imaging advances, science advances",https://ai.epfl.ch/when-imaging-advances-science-advances,2024-08-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,An entire brain-machine interface on a chip,https://ai.epfl.ch/an-entire-brain-machine-interface-on-a-chip,2024-08-26,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Medical imaging aims to bring the invisible to light,https://ai.epfl.ch/medical-imaging-aims-to-bring-the-invisible-to-light,2024-08-28,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI tool maps out cell metabolism with precision,https://ai.epfl.ch/ai-tool-maps-out-cell-metabolism-with-precision,2024-09-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Tracking behaviour to understand the brain,https://ai.epfl.ch/tracking-behaviour-to-understand-the-brain,2024-09-05,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,We should always have a human approach to AI,https://ai.epfl.ch/we-should-always-have-a-human-approach-to-ai,2024-09-05,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,An Unparalleled Map of the Brain-Spinal Cord Connection,https://ai.epfl.ch/an-unparalleled-map-of-the-brain-spinal-cord-connection,2024-09-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI helps distinguish dark matter from cosmic noise,https://ai.epfl.ch/ai-helps-distinguish-dark-matter-from-cosmic-noise,2024-09-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Large Language Models feel the direction of time,https://ai.epfl.ch/large-language-models-feel-the-direction-of-time,2024-09-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Students seem to prefer teacher feedback over AI feedback,https://ai.epfl.ch/students-seem-to-prefer-teacher-feedback-over-ai-feedback,2024-09-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI helps detect and monitor infrastructure defects,https://ai.epfl.ch/ai-helps-detect-and-monitor-infrastructure-defects,2024-09-25,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
EPFL,Modeling the minutia of motor manipulation with AI,https://ai.epfl.ch/modeling-the-minutia-of-motor-manipulation-with-ai,2024-10-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL and ETH Zurich enhance collaboration to boost AI in Switzerland,https://ai.epfl.ch/epfl-and-eth-zurich-enhance-collaboration-to-boost-ai-in-switzerland,2024-10-03,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new deep learning model for easier sustainable aircraft design,https://ai.epfl.ch/a-new-deep-learning-model-for-easier-sustainable-aircraft-design,2024-10-03,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Philippe Schwaller receives Hansch Award,https://ai.epfl.ch/philippe-schwaller-receives-hansch-award,2024-10-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New approach can reduce traffic congestion at no extra cost,https://ai.epfl.ch/new-approach-can-reduce-traffic-congestion-at-no-extra-cost,2024-10-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Deepfake and You: Raising global awareness of deepfakes,https://ai.epfl.ch/deepfake-and-you-raising-global-awareness-of-deepfakes,2024-10-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL AI Center - New Call for Postdoctoral Fellowships,https://ai.epfl.ch/epfl-ai-center-new-call-for-postdoctoral-fellowships,2024-10-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"Towards comfortable, interactive and zero-carbon buildings",https://ai.epfl.ch/towards-comfortable-interactive-and-zero-carbon-buildings,2024-10-22,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Neurotechnology boosts memory without surgery,https://ai.epfl.ch/neurotechnology-boosts-memory-without-surgery,2024-11-01,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"Simulating how fruit flies see, smell, and navigate",https://ai.epfl.ch/simulating-how-fruit-flies-see-smell-and-navigate,2024-11-14,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,IC researcher awarded prestigious SNSF Starting Grant,https://ai.epfl.ch/ic-researcher-awarded-prestigious-snsf-starting-grant,2024-11-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New supercomputer enables cutting-edge and sustainable research,https://ai.epfl.ch/new-supercomputer-enables-cutting-edge-and-sustainable-research,2024-11-25,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Could ChatGPT get an engineering degree?,https://ai.epfl.ch/could-chatgpt-get-an-engineering-degree,2024-11-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Bird-inspired drone can jump for take-off,https://ai.epfl.ch/bird-inspired-drone-can-jump-for-take-off,2024-12-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Seeing our reflection in the AI mirror,https://ai.epfl.ch/seeing-our-reflection-in-the-ai-mirror,2024-12-12,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI-Powered Virtual Cell Could Become Biology's Universal Simulator,https://ai.epfl.ch/ai-powered-virtual-cell-could-become-biologys-universal-simulator,2024-12-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,IC PhD graduate recognized with the ELLIS PhD Award 2024,https://ai.epfl.ch/ic-phd-graduate-recognized-with-the-ellis-phd-award-2024,2024-12-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Can AI influence election outcomes?,https://ai.epfl.ch/can-ai-influence-election-outcomes,2024-12-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Can we convince AI to answer harmful requests?,https://ai.epfl.ch/news-can-we-convince-ai-to-answer-harmful-requests,2024-12-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,An open-source training framework to advance multimodal AI,https://ai.epfl.ch/an-open-source-training-framework-to-advance-multimodal-ai,2025-01-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Learning from the unexpected,https://ai.epfl.ch/learning-from-the-unexpected,2025-01-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,GenAI ushers in a new era of drug research,https://ai.epfl.ch/genai-ushers-in-a-new-era-of-drug-research,2025-01-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Three SNSF Advanced Grants awarded to EPFL researchers,https://ai.epfl.ch/three-snsf-advanced-grants-awarded-to-epfl-researchers,2025-01-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A Deep Learning Pipeline for Controlling Protein Interactions,https://ai.epfl.ch/a-deep-learning-pipeline-for-controlling-protein-interactions,2025-01-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New study improves the trustworthiness of wind power forecasts,https://ai.epfl.ch/new-study-improves-the-trustworthiness-of-wind-power-forecasts,2025-01-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Designing proteins with their environment in mind,https://ai.epfl.ch/designing-proteins-with-their-environment-in-mind,2025-01-30,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Choosing the best medical treatment with the help of AI,https://ai.epfl.ch/choosing-the-best-medical-treatment-with-the-help-of-ai,2025-02-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Designing life with artificial intelligence,https://ai.epfl.ch/designing-life-with-artificial-intelligence,2025-02-11,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A geometric deep learning method for decoding brain dynamics,https://ai.epfl.ch/a-geometric-deep-learning-method-for-decoding-brain-dynamics,2025-02-18,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,When quantum computing meets the real world,https://ai.epfl.ch/when-quantum-computing-meets-the-real-world,2025-02-24,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Morphing robot turns challenging terrain to its advantage,https://ai.epfl.ch/morphing-robot-turns-challenging-terrain-to-its-advantage,2025-02-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new cryptography framework for secure genomic studies,https://ai.epfl.ch/a-new-cryptography-framework-for-secure-genomic-studies,2025-03-03,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A hidden hierarchy in AI image generation,https://ai.epfl.ch/a-hidden-hierarchy-in-ai-image-generation,2025-03-05,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Technology alone won't be able to solve major societal challenges,https://ai.epfl.ch/technology-alone-wont-be-able-to-solve-major-societal-challenges,2025-03-31,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Fruit flies are a major source of inspiration in robotics,https://ai.epfl.ch/fruit-flies-are-a-major-source-of-inspiration-in-robotics,2025-04-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Small-model approach could be more effective,https://ai.epfl.ch/small-model-approach-could-be-more-effective,2025-04-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Trustworthy AI without Trusted Data,https://ai.epfl.ch/trustworthy-ai-without-trusted-data,2025-04-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Robotics meets the culinary arts,https://ai.epfl.ch/robotics-meets-the-culinary-arts,2025-04-14,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new AI language model that mimics the organization of the brain,https://ai.epfl.ch/a-new-ai-language-model-that-mimics-the-organization-of-the-brain,2025-04-24,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Graphic novel explains the environmental impact of AI,https://ai.epfl.ch/graphic-novel-explains-the-environmental-impact-of-ai,2025-05-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A step towards understanding machine intelligence the human way,https://ai.epfl.ch/a-step-towards-understanding-machine-intelligence-the-human-way,2025-05-12,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Robotic hand moves objects with human-like grasps,https://ai.epfl.ch/robotic-hand-moves-objects-with-human-like-grasps,2025-05-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,When autonomous mobility learns to wonder,https://ai.epfl.ch/when-autonomous-mobility-learns-to-wonder,2025-05-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI can help students learn better,https://ai.epfl.ch/ai-can-help-students-learn-better,2025-05-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Staking out a path to trustworthy AI,https://ai.epfl.ch/staking-out-a-path-to-trustworthy-ai,2025-05-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI: 'The next big leap will deal with multimodality',https://ai.epfl.ch/ai-the-next-big-leap-will-deal-with-multimodality,2025-05-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Beyond translation - making AI multicultural,https://ai.epfl.ch/beyond-translation-making-ai-multicultural,2025-06-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI making it easier to diagnose tuberculosis in sub-Saharan Africa,https://ai.epfl.ch/ai-making-it-easier-to-diagnose-tuberculosis-in-sub-saharan-africa,2025-06-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Switzerland and AI: tiny but mighty,https://ai.epfl.ch/switzerland-and-ai-tiny-but-mighty,2025-06-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI monitors wildlife behavior in the Swiss Alps,https://ai.epfl.ch/ai-monitors-wildlife-behavior-in-the-swiss-alps,2025-06-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Soft robot modules for new haptic interactions,https://ai.epfl.ch/soft-robot-modules-for-new-haptic-interactions,2025-06-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,How AIs understand words,https://ai.epfl.ch/how-ais-understand-words,2025-06-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A language model built for the public good,https://ai.epfl.ch/a-language-model-built-for-the-public-good,2025-07-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"AI can't see as well as humans, and how to fix it",https://ai.epfl.ch/ai-cant-see-as-well-as-humans-and-how-to-fix-it,2025-07-22,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Studying collective bee behavior thanks to robotics,https://ai.epfl.ch/studying-collective-bee-behavior-thanks-to-robotics,2025-07-28,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Interfacing the nervous system for rehabilitation,https://ai.epfl.ch/interfacing-the-nervous-system-for-rehabilitation,2025-07-30,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL joins global Simons quest to unlock the science behind AI,https://ai.epfl.ch/epfl-joins-global-simons-quest-to-unlock-the-science-behind-ai,2025-08-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Who leads and who follows? A new way to read network flows,https://ai.epfl.ch/who-leads-and-who-follows-a-new-way-to-read-network-flows,2025-08-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Advanced AI models are not always better than simple ones,https://ai.epfl.ch/advanced-ai-models-are-not-always-better-than-simple-ones,2025-08-28,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,An open-source AI platform to democratize protein design,https://ai.epfl.ch/an-open-source-ai-platform-to-democratize-protein-design,2025-08-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"Apertus: a fully open, transparent, multilingual language model",https://ai.epfl.ch/apertus-a-fully-open-transparent-multilingual-language-model,2025-09-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Transforming cancer care with Artificial Intelligence,https://ai.epfl.ch/transforming-cancer-care-with-artificial-intelligence,2025-09-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI nutrition study finds 'five every day' may keep the doctor away,https://ai.epfl.ch/ai-nutrition-study-finds-five-every-day-may-keep-the-doctor-away,2025-10-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Advancing Mathematics with AI,https://ai.epfl.ch/advancing-mathematics-with-ai,2025-10-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A new guide to responsible AI use in information research,https://ai.epfl.ch/a-new-guide-to-responsible-ai-use-in-information-research,2025-10-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Reinventing computer technology for the benefit of data centers,https://ai.epfl.ch/reinventing-computer-technology-for-the-benefit-of-data-centers,2025-10-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL AI Center and AITHYRA Initiate New Research Collaboration,https://ai.epfl.ch/epfl-ai-center-and-aithyra-initiate-new-research-collaboration,2025-10-24,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,University Latsis Award EPFL - 2025 - Philippe Schwaller,https://ai.epfl.ch/university-latsis-award-epfl-2025-philippe-schwaller,2025-10-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL Professors named Schmidt Sciences AI2050 Fellows,https://ai.epfl.ch/epfl-professors-named-schmidt-sciences-ai2050-fellows,2025-11-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Pierre Vandergheynst and Christophe Ballif win ERC Synergy Grants,https://ai.epfl.ch/pierre-vandergheynst-and-christophe-ballif-win-erc-synergy-grants,2025-11-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Sabine Susstrunk wins UK Royal Photographic Society Award,https://ai.epfl.ch/sabine-susstrunk-wins-uk-royal-photographic-society-award,2025-11-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Horizon Sante 2025 explores the future of healthcare,https://ai.epfl.ch/horizon-sante-2025-explores-the-future-of-healthcare,2025-11-26,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Three STI Professors win ERC Consolidator Grants,https://ai.epfl.ch/three-sti-professors-win-erc-consolidator-grants,2025-12-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Vinitra Swamy awarded 2025 Patrick Denantes Memorial Prize,https://ai.epfl.ch/vinitra-swamy-awarded-2025-patrick-denantes-memorial-prize,2025-12-12,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Do we really need big data centers for AI?,https://ai.epfl.ch/do-we-really-need-big-data-centers-for-ai,2025-12-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,ELLIS Award and Google Fellowship spotlight AI research at EPFL,https://ai.epfl.ch/ellis-award-and-google-fellowship-spotlight-ai-research-at-epfl,2025-12-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"ETH Zurich, EPFL, and Stanford HAI forge a strategic collaboration on human-centered AI",https://ai.epfl.ch/eth-zurich-epfl-and-stanford-hai-forge-a-strategic-collaboration-on-human-centered-ai,2026-01-22,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Within five years we may have AI that does science,https://ai.epfl.ch/within-five-years-we-may-have-ai-that-does-science,2026-01-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
