venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
Center for AI Safety (CAIS),"AISN #77: New Model Releases From OpenAI, SpaceXAI, and Meta",https://newsletter.safe.ai/p/aisn-77-new-model-releases-from-openai,2026-07-21,POST-CUTOFF,"Contains a qualifying CAIS-asserted finding (Muse Spark 1.1 scored best on CAIS's political-manipulation benchmark, most politically consistent across controversial topics) but published after the 2026-07-09 corpus cutoff",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #76: Fable 5 Restrictions Lifted & OpenAI Limits GPT-5.6 Release,https://newsletter.safe.ai/p/aisn-76-fable-5-restrictions-lifted,2026-07-06,INCLUDED,"Contains a CAIS-asserted measured result: Claude Fable 5 scores 16.1% on CAIS's Remote Labor Index (vs 2.5% eight months prior; capabilities more than quadrupled) — a leaderboard-update finding whose narrative publication is this newsletter; no fuller primary write-up found, so candidate miss for extraction",,2026-08-01,agent
Center for AI Safety (CAIS),"AISN #75: Anthropic Releases Fable, the US Government Restricts it",https://newsletter.safe.ai/p/aisn-75-anthropic-releases-fable,2026-06-17,EXCLUDED - no findings,"News digest/commentary on Anthropic's Fable 5 release and US government restrictions; all cited results (e.g. HLE 53.3%) are Anthropic's own, no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #74: The Pope's Encyclical & AI Betrayal Could Deter Reckless AI Use,https://newsletter.safe.ai/p/aisn-74-the-popes-encyclical-and,2026-06-03,EXCLUDED - no findings,"News digest; the referenced CAIS AI-betrayal paper is conceptual threat-modelling (betrayal taxonomy, deterrence-by-betrayal argument), not an evidence-backed evaluation finding per protocol 1.0",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #73: AI Safety Enters the Political Mainstream & Musk Loses OpenAI Lawsuit,https://newsletter.safe.ai/p/aisn-73-ai-safety-enters-the-political,2026-05-21,EXCLUDED - no findings,"News digest of political/legal/industry developments; only CAIS work referenced is the Eigenism ethical-framework paper (theoretical, no empirical evaluation findings)",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #72: Empirical Research Sheds Light on AI Wellbeing,https://newsletter.safe.ai/p/aisn-72-new-research-on-ai-wellbeing,2026-05-01,EXCLUDED - duplicate/secondary,"Restates CAIS's own AI-wellbeing study (56 LLMs; Gemini 3.1 Pro lowest, Grok 4.20 highest functional wellbeing; euphorics/dysphorics) whose primary fuller source is the concurrently published paper at ai-wellbeing.org — primary source wins per protocol section 5",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #71: Cyberattacks & Datacenter Moratorium Bill,https://newsletter.safe.ai/p/aisn-71-cyberattacks-and-datacenter,2026-04-10,EXCLUDED - no findings,"News digest on infrastructure cyberattacks, moratorium bill, and Anthropic lawsuit; the one cyber-capability experiment cited is external (MLSafety newsletter link), no CAIS-asserted finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #70: AI Layoffs and Automated Warfare,https://newsletter.safe.ai/p/ai-safety-newsletter-70-ai-layoffs,2026-03-24,EXCLUDED - no findings,"News digest on layoffs, Project Maven, and an open letter; only a passing link to the CAIS automation dashboard with no specific measured finding asserted in the item",,2026-08-01,agent
Center for AI Safety (CAIS),"AI Safety Newsletter #69: Department of War, Anthropic, and National Security",https://newsletter.safe.ai/p/ai-safety-newsletter-69-department,2026-03-13,EXCLUDED - no findings,"News digest (Pentagon supply-chain-risk designation, Anthropic commitment change) plus a CAIS fellowship announcement; no evidence-backed CAIS evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #68: Moltbook Exposes Risky AI Behavior,https://newsletter.safe.ai/p/ai-safety-newsletter-68-moltbook,2026-02-02,EXCLUDED - no findings,"News digest and commentary on Moltbook agent behaviour, Pentagon AI-first strategy, and Erdos-problem math results — all third-party observations, no CAIS-run evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #67: Trump's preemption executive order,https://newsletter.safe.ai/p/ai-safety-newsletter-67-trumps-preemption,2025-12-17,INCLUDED,"Contains CAIS-asserted measured findings from its own AI Dashboard evaluations: GPT-5.2 ranks third on CAIS's safety risk index with weakest area bioweapons research (score 80), and DeepSeek-v3.2 assessed poor across all safety areas except TextQuests Harm; no earlier primary write-up — candidate miss for extraction",,2026-08-01,agent
Center for AI Safety (CAIS),"AI Safety Newsletter #66: Evaluating Frontier Models, New Gemini and Claude, Preemption is Back",https://newsletter.safe.ai/p/ai-safety-newsletter-66-aisn-66-evaluating,2025-12-02,INCLUDED,"First narrative publication of CAIS AI Dashboard independent evaluations: Claude Opus 4.5 safest on CAIS six-benchmark Risk Index (33.6), Gemini 3 Pro ninth on safety while leading text and vision capability indexes — CAIS-asserted measured results; candidate miss for extraction",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #65: Measuring Automation and Superintelligence Moratorium Letter,https://newsletter.safe.ai/p/ai-safety-newsletter-65-measuring,2025-10-29,EXCLUDED - duplicate/secondary,Restates the Remote Labor Index results (best agent automates only 2.5% of work projects) whose primary fuller source is the concurrently released CAIS/Scale AI RLI benchmark paper at remotelabor.ai — primary source wins per protocol section 5,,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #64: New AGI Definition and Senate Bill Would Establish Liability for AI Harms,https://newsletter.safe.ai/p/ai-safety-newsletter-63-new-agi-definition,2025-10-16,EXCLUDED - duplicate/secondary,"Restates AGI scores (GPT-4 27%, projected GPT-5 58%) from the primary multi-author 'A Definition of AGI' paper at agidefinition.ai (Hendrycks et al.); newsletter adds no CAIS-original finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #63: California's SB-53 Passes the Legislature,https://newsletter.safe.ai/p/ai-safety-newsletter-63-californias,2025-09-24,EXCLUDED - no findings,"Policy analysis of California SB-53 plus curated news bullets; cited research is external (Stanford, Anthropic cybercrime report), no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #62: Big Tech Launches $100 Million pro-AI Super PAC,https://newsletter.safe.ai/p/ai-safety-newsletter-62-big-tech,2025-08-27,EXCLUDED - no findings,"News digest on the pro-AI super PAC, Meta chatbot controversy, and Nvidia H20 reversal; CAIS mentions are promotional (superintelligence strategy paper, course), no evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #61: OpenAI Releases GPT-5,https://newsletter.safe.ai/p/ai-safety-newsletter-61-openai-releases,2025-08-12,EXCLUDED - no findings,"Commentary on GPT-5 release; all benchmark results cited (HLE, SWE-bench Verified, LMArena, hallucination rates) are asserted by OpenAI or other evaluators, not by CAIS from its own testing",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #60: The AI Action Plan,https://newsletter.safe.ai/p/ai-safety-newsletter-60-the-ai-action,2025-07-31,EXCLUDED - no findings,"News digest on the AI Action Plan, ChatGPT Agent, and IMO results; all capability results credited to OpenAI/Google, only a passing reference to CAIS's superintelligence strategy paper with no findings detailed",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #59: EU Publishes General-Purpose AI Code of Practice,https://newsletter.safe.ai/p/ai-safety-newsletter-59-eu-publishes,2025-07-15,EXCLUDED - no findings,"News digest (EU Code of Practice, Meta Superintelligence Labs); no evidence-backed finding asserted by CAIS — the one eval result cited (19% developer slowdown) is METR's, a comparator in passing",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #58: Senate Removes State AI Regulation Moratorium,https://newsletter.safe.ai/p/ai-safety-newsletter-58-senate-removes,2025-07-03,EXCLUDED - no findings,"News digest of congressional action and court rulings on fair use; summarizes third-party work (UC Berkeley CyberGym, FRI) with no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #57: The RAISE Act,https://newsletter.safe.ai/p/ai-safety-newsletter-57-the-raise,2025-06-17,EXCLUDED - no findings,"News digest on New York's RAISE Act plus curated links; policy commentary only, no evidence-backed finding asserted by CAIS",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #56: Google Releases Veo 3,https://newsletter.safe.ai/p/ai-safety-newsletter-56-google-releases,2025-05-28,EXCLUDED - no findings,"News digest of Veo 3 and Claude Opus 4 launch coverage; all evaluation results cited are others' (Google, Anthropic system card, Apollo Research), none asserted by CAIS",,2026-08-01,agent
Center for AI Safety (CAIS),"AI Safety Newsletter #55: Trump Administration Rescinds AI Diffusion Rule, Allows Chip Sales to Gulf States",https://newsletter.safe.ai/p/ai-safety-newsletter-55-trump-administration,2025-05-20,EXCLUDED - no findings,"News digest of export-control policy shifts, federal bills, and industry updates; no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #54: OpenAI Updates Restructure Plan,https://newsletter.safe.ai/p/ai-safety-newsletter-54-openai-updates,2025-05-13,EXCLUDED - no findings,News digest on OpenAI restructuring and the Singapore consensus conference (CAIS participated but did not author findings); no CAIS-asserted evaluation finding,,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #53: An Open Letter Attempts to Block OpenAI Restructuring,https://newsletter.safe.ai/p/an-open-letter-attempts-to-block,2025-04-29,EXCLUDED - no findings,"News digest plus SafeBench competition winners announcement; winning benchmarks (Cybench, AgentDojo etc.) are external teams' work CAIS awarded, not CAIS-asserted findings",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #52: An Expert Virology Benchmark,https://newsletter.safe.ai/p/ai-safety-newsletter-52-an-expert,2025-04-22,EXCLUDED - duplicate/secondary,"Restates the Virology Capabilities Test results; primary is the VCT paper by SecureBio and CAIS (virologytest.ai, INCLUDED via SecureBio sweep, report SECUREBIO-2025-04); no finding published nowhere else",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #51: AI Frontiers,https://newsletter.safe.ai/p/ai-safety-newsletter-51-ai-frontiers,2025-04-15,EXCLUDED - no findings,"Launch announcement for CAIS's AI Frontiers commentary platform plus digest of the AI 2027 scenario (AI Futures Project); opinion and announcement only, no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #50: AI Action Plan Responses,https://newsletter.safe.ai/p/ai-safety-newsletter-50-ai-action,2025-03-31,EXCLUDED - no findings,News digest analyzing OpenAI/Google/Anthropic AI Action Plan comments and summarizing OpenAI's chain-of-thought monitoring paper; no CAIS-asserted evaluation finding,,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #49: Superintelligence Strategy,https://newsletter.safe.ai/p/ai-safety-newsletter-49-superintelligence,2025-03-06,EXCLUDED - duplicate/secondary,"Superintelligence Strategy section is opinion/strategy; the MASK honesty results restate the primary MASK benchmark paper (CAIS + Scale AI, 2025-03-05, report CAIS-2025-03-MASK, already INCLUDED); no finding published nowhere else",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #48: Utility Engineering and EnigmaEval,https://newsletter.safe.ai/p/ai-safety-newsletter-48-utility-engineering,2025-02-18,EXCLUDED - duplicate/secondary,"Restates results of two already-published primaries: the Utility Engineering paper (CAIS, emergent-values.ai / arXiv 2502.08640) and the EnigmaEval benchmark paper (Scale AI, CAIS, MIT); no finding published nowhere else",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #47: Reasoning Models,https://newsletter.safe.ai/p/ai-safety-newsletter-47-reasoning,2025-02-06,EXCLUDED - no findings,"News digest on DeepSeek-R1/o3-mini and Google's threat-intelligence report; HLE scores cited are from the already-published HLE benchmark, all other results are third parties' — no new CAIS-asserted finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #46: The Transition,https://newsletter.safe.ai/p/ai-safety-newsletter-46-the-transition,2025-01-23,EXCLUDED - duplicate/secondary,"HLE section restates results of the primary Humanity's Last Exam benchmark paper (CAIS + Scale AI, lastexam.ai / arXiv 2501.14249, same-window release); rest is policy digest and course announcement",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #45: Center for AI Safety 2024 Year in Review,https://newsletter.safe.ai/p/aisn-45-center-for-ai-safety-2024,2024-12-19,EXCLUDED - duplicate/secondary,"Annual summary (protocol §5) recapping already-published CAIS papers — Circuit Breakers, WMDP, Safetywashing, Tamper-Resistant Safeguards, HarmBench — plus org milestones; contains no finding published nowhere else",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #44: The Trump Circle on AI Safety,https://newsletter.safe.ai/p/ai-safety-newsletter-44-the-trump,2024-11-19,EXCLUDED - no findings,"News digest (incoming administration positions, PLA use of Llama, Google Big Sleep) plus CAIS textbook excerpt; no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #43: White House Issues First National Security Memo on AI,https://newsletter.safe.ai/p/ai-safety-newsletter-43-white-house,2024-10-28,EXCLUDED - no findings,"News digest of the NSM on AI, job-displacement studies (Brookings, NBER), and third-party benchmarks (RoboPAIR, Gray Swan/UK AISI); no CAIS-asserted evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #42: Newsom Vetoes SB 1047,https://newsletter.safe.ai/p/ai-safety-newsletter-42-newsom-vetoes,2024-10-01,EXCLUDED - no findings,News digest of the SB 1047 veto and OpenAI's o1 (results from OpenAI system card and Apollo Research) plus CAIS textbook chapter recap; no CAIS-asserted evaluation finding,,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #41: The Next Generation of Compute Scale,https://newsletter.safe.ai/p/ai-safety-newsletter-41-the-next,2024-09-11,EXCLUDED - no findings,"News digest: compute-scale news, textbook chapter promo, and coverage of Gray Swan's jailbreaking competition (Gray Swan's results, not asserted by CAIS); no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #40: California AI Legislation,https://newsletter.safe.ai/p/aisn-40-california-ai-legislation,2024-08-21,EXCLUDED - duplicate/secondary,"Safety-benchmarks section restates CAIS's own Safetywashing meta-analysis (~half of safety benchmarks highly correlated with general capabilities); primary is the Safetywashing paper, Ren et al., arXiv:2407.21792 (Jul 2024)",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #39: Implications of a Trump Administration for AI Policy,https://newsletter.safe.ai/p/ai-safety-newsletter-39-implications,2024-07-29,EXCLUDED - no findings,Policy analysis of a prospective Trump administration plus educational textbook-chapter summary; no evidence-backed evaluation finding,,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #38: Supreme Court Decision Could Limit Federal Ability to Regulate AI,https://newsletter.safe.ai/p/ai-safety-newsletter-38-supreme-court,2024-07-09,EXCLUDED - duplicate/secondary,"Circuit-breakers section restates results (e.g. 87% harmful-output reduction on Llama-3-8B) of the CAIS/Gray Swan co-authored Circuit Breakers paper, Zou et al., arXiv:2406.04313 (the primary); remaining sections are policy/industry news",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #37: US Launches Antitrust Investigations,https://newsletter.safe.ai/p/ai-safety-newsletter-37-us-launches,2024-06-18,EXCLUDED - no findings,"News digest of antitrust probes, lab criticisms, and Aschenbrenner's essay; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #36: Voluntary Commitments are Insufficient,https://newsletter.safe.ai/p/ai-safety-newsletter-35-voluntary,2024-05-30,EXCLUDED - no findings,"Opinion/policy argument that voluntary commitments lack enforceability, Senate roadmap summary, and textbook-chapter summary; no evidence-backed evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #35: Lobbying on AI Regulation,https://newsletter.safe.ai/p/ai-safety-newsletter-35-lobbying,2024-05-16,EXCLUDED - no findings,"News digest on GPT-4o/Astra releases, AI lobbying surge, and copyright law; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #34: New Military AI Systems,https://newsletter.safe.ai/p/ai-safety-newsletter-34-new-military,2024-05-01,EXCLUDED - no findings,"News digest on labs' unmet UK AISI pre-deployment testing commitments (journalism, not CAIS evaluation), Senate bills, and military AI; plus course announcement; no qualifying finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #33: Reassessing AI and Biorisk,https://newsletter.safe.ai/p/ai-safety-newsletter-33-reassessing,2024-04-11,EXCLUDED - no findings,"Discussion of AI biorisk summarizing third-party studies (RAND, OpenAI, Anthropic Claude 3 model card) plus SafeBench competition announcement; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #32: Measuring and Reducing Hazardous Knowledge in LLMs,https://newsletter.safe.ai/p/ai-safety-newsletter-32-measuring,2024-03-07,EXCLUDED - duplicate/secondary,"Restates the WMDP benchmark (4,000+ dual-use MCQ items) and CUT/RMU unlearning results from the CAIS/Scale AI primary paper: The WMDP Benchmark, Li et al., arXiv:2403.03218",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #31: A New AI Policy Bill in California,https://newsletter.safe.ai/p/aisn-31-a-new-ai-policy-bill-in-california,2024-02-21,EXCLUDED - no findings,"Policy digest on SB 1047 (which CAIS Action Fund co-sponsored), FDA/CDC governance precedents, and EU AI Office; no evidence-backed evaluation finding",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #30: Investments in Compute and Military AI,https://newsletter.safe.ai/p/aisn-30-investments-in-compute-and,2024-01-24,EXCLUDED - no findings,"News digest on compute investments, military AI, and Japan/Singapore AI safety institutes; only CAIS content is a GPU-cluster availability notice; no qualifying finding",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #29: Progress on the EU AI Act,https://newsletter.safe.ai/p/aisn-29-progress-on-the-eu-ai-act,2024-01-04,EXCLUDED - no findings,"News digest on the EU AI Act provisional agreement, a House letter to NIST, and the NYT copyright lawsuit; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #28: Center for AI Safety 2023 Year in Review,https://newsletter.safe.ai/p/aisn-28-center-for-ai-safety-2023,2023-12-21,EXCLUDED - duplicate/secondary,"Annual summary restating already-published CAIS research (LLM-Attacks/GCG adversarial suffixes, Representation Engineering, MACHIAVELLI benchmark, DecodingTrust) — each has its own primary paper; no finding published nowhere else",,2026-08-01,agent
Center for AI Safety (CAIS),AISN #27: Defensive Accelerationism,https://newsletter.safe.ai/p/aisn-27-defensive-accelerationism,2023-12-07,EXCLUDED - no findings,"Summaries of Buterin's d/acc essay, the OpenAI board saga, and the Klobuchar-Thune bill; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),National Institutions for AI Safety (AISN #26),https://newsletter.safe.ai/p/national-institutions-for-ai-safety,2023-11-15,EXCLUDED - no findings,"News digest on national AI safety institutes, UK AI Summit outcomes, and new model releases; cited fine-tuning-harm research is by external authors; no CAIS-asserted finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #25,https://newsletter.safe.ai/p/ai-safety-newsletter-25,2023-10-31,EXCLUDED - no findings,"News digest on the White House AI executive order, UK AI Safety Summit, and voluntary evaluation commitments; no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Center for AI Safety (CAIS),AI Safety Newsletter #24,https://newsletter.safe.ai/p/ai-safety-newsletter-24,2023-10-18,EXCLUDED - no findings,"News digest on China's AI regulation, US export controls, international governance proposals, and open-source risks (external papers); no CAIS-asserted evidence-backed finding",,2026-08-01,agent
Collective Intelligence Project (Weval),AI and the Commons: Data Governance for Generative AI,https://www.cip.org/blog/ai-and-the-commons-data-governance-for-generative-ai,2024-05-07,EXCLUDED - no findings,Policy/opinion piece on data governance and CC licensing with Alignment Assembly perspectives; no measured results or evaluation of any AI system,,2026-08-01,agent
Collective Intelligence Project (Weval),Building the Field of Democratic AI: Our Roadmap Launch and Webinar,https://www.cip.org/blog/building-the-field-of-democratic-ai-our-roadmap-launch-webinar,2024-05-13,EXCLUDED - no findings,Announcement of CIP's Roadmap to Democratic AI and launch webinar with panelist commentary; conceptual/vision piece with no evaluation findings,,2026-08-01,agent
Collective Intelligence Project (Weval),"We need network societies, not network states",https://www.cip.org/blog/network-societies,2024-05-20,EXCLUDED - no findings,Opinion/critique of Balaji Srinivasan's Network State thesis; philosophical-political argument with no empirical AI evaluation content,,2026-08-01,agent
Collective Intelligence Project (Weval),Four tools that CIP is working on,https://www.cip.org/blog/four-tools-that-cip-is-working-on,2024-07-12,EXCLUDED - no findings,"Announcement of four tools in development (Community Models, scenario tool, CIwA, Voice of Nature); forward-looking plans, no documented outcomes or measured results",,2026-08-01,agent
Collective Intelligence Project (Weval),Predistribution over Redistribution: Beyond the Windfall Clause,https://www.cip.org/blog/predistribution-over-redistribution-beyond-the-windfall-clause,2024-08-05,EXCLUDED - no findings,"Economic-policy opinion piece critiquing the Windfall Clause; theoretical/historical argument, no AI system evaluation",,2026-08-01,agent
Collective Intelligence Project (Weval),Shared Code: Democratizing AI Companies,https://www.cip.org/blog/shared-code,2024-10-23,EXCLUDED - no findings,"Corporate-governance design proposal (employee councils, purpose trusts, commons ownership); no evidence-backed evaluation findings",,2026-08-01,agent
Collective Intelligence Project (Weval),"Runtime AI, and the Subtleties of Language",https://www.cip.org/blog/runtimeai,2024-10-30,EXCLUDED - no findings,"Educational commentary on prompt sensitivity; the nine-variant 'crow' example on an 8B model is illustrative, not a systematic measured evaluation",,2026-08-01,agent
Collective Intelligence Project (Weval),The AI Safety Paradox: When 'Safe' AI Makes Systems More Dangerous,https://www.cip.org/blog/safetyparadox,2024-11-21,EXCLUDED - no findings,"Analytical opinion piece arguing for system-level over individual-model safety; analogies and theoretical scenarios only, no measured results",,2026-08-01,agent
Collective Intelligence Project (Weval),"Andy Ayrey on Truth Terminal, Agentic AI, and Data Commons",https://www.cip.org/blog/terminaloftruth,2024-11-27,EXCLUDED - no findings,"Interview exploring Truth Terminal and Ayrey's views on agentic AI and data commons; personal perspectives, no controlled testing or behavioural metrics",,2026-08-01,agent
Collective Intelligence Project (Weval),Q1 2024 Quarterly Update,https://www.cip.org/campaigns/view-campaign/30aHbnCPBZL_gcHEoByrqGlWz_LCNQ-CVWlwfPjvu8ZWw0g77NsqU3d_7VL76hXS-tpGphMDOU59Ezf2FzSKoM2-jyL-jDkX,2024,EXCLUDED - no findings,"Quarterly newsletter announcing partnerships, roadmap launch, TED talk, and CCAI input into Claude 3's constitution; institutional news, no evaluation findings",,2026-08-01,agent
Collective Intelligence Project (Weval),Q2 2024 Quarterly Update,https://www.cip.org/campaigns/view-campaign/J9BNgoqSoMGwdgpVzN6lmkkTaG6Bp9Hs1FOaq0Kbsd0mhfI1ZvpvBc7bJ3xizle2pRUM81467lQB4k97v71gARUhGuX2T9L-,2024,EXCLUDED - duplicate/secondary,"Newsletter; its only finding-like claim (CCAI process yields a less biased, better performing model) restates the Collective Constitutional AI paper with Anthropic (arxiv.org/abs/2406.07814), the primary source; rest is hiring/funding news",,2026-08-01,agent
Collective Intelligence Project (Weval),Q3 2024 Quarterly Update,https://www.cip.org/campaigns/view-campaign/tfmszxcCJrUor4MHT3-4CAbVaAGDhcx-voO4HgXFoARvVznE41h3EhhZzB5qiNcyAEha1MZLy2Tg2WX6bdBgRY_v4O7aYcuI,2024,EXCLUDED - no findings,"Quarterly newsletter (TIME100, Global AI Dialogues participation counts, staff news); previews public-input work without presenting data, no model evaluation findings",,2026-08-01,agent
Collective Intelligence Project (Weval),2024 Annual Report,https://www.cip.org/s/2024-Annual-Report-CIP.pdf,2024,EXCLUDED - no findings,"Organizational year-in-review (PDF text extracted and read in full); contains public-opinion survey results from Global Dialogues and programme summaries, but no evidence-backed evaluation findings about any AI model or system",,2026-08-01,agent
Collective Intelligence Project (Weval),Global Dialogues 3: Quick Insights & What's Next,https://globaldialogues.ai/updates/global-dialogues-3-quick-insights-and-what-s-next,2025-05-17,EXCLUDED - no findings,"Public-opinion survey results (~1,000 participants on AI use, trust, emotional reliance) plus announcements; self-reported perceptions, not evaluation findings about a specific AI system",,2026-08-01,agent
Collective Intelligence Project (Weval),LLM Judges Are Unreliable (cip.org version),https://www.cip.org/blog/llm-judges-are-unreliable,2025-05-22,INCLUDED,"Empirical methodology findings asserted by CIP: measured positional bias (Response B chosen ~61% across 8 named frontier models incl. Gemini Flash 2.5, GPT-4.1, Claude Sonnet 3.7, Mistral Large), rubric-order effects (~3.5% score shift), scale-format effects (1.68 vs 3.17 for identical content), and de-biasing prompts worsening bias; no matching report_id in current dataset - candidate miss",,2026-08-01,agent
Collective Intelligence Project (Weval),Introducing the Global Pulse Indicators,https://www.cip.org/blog/introducing-the-global-pulse-indicators,2025-08-06,EXCLUDED - no findings,"Announcement/methodology piece introducing longitudinal public-sentiment indicators (diffusion, trust, perceived impact); survey data on attitudes, no evaluation of a specific AI system",,2026-08-01,agent
Collective Intelligence Project (Weval),LLM Judges Are Unreliable (Substack cross-post),https://blog.cip.org/p/llm-judges-are-unreliable,2025-08-15,EXCLUDED - duplicate/secondary,"Explicit republication ('we are republishing some highlighted posts') of the primary cip.org post 'LLM Judges Are Unreliable' (2025-05-22), which is INCLUDED; same findings, no new results",,2026-08-01,agent
Collective Intelligence Project (Weval),Collective Intelligence with LLMs,https://blog.cip.org/p/collective-intelligence-with-llms,2025-08-21,EXCLUDED - no findings,"Opinion/announcement of internal prototypes (PluralPrompt, ACI Sandbox) and multi-agent deliberation thesis; illustrative whale-panel example with no metrics, benchmarks, or validated results",,2026-08-01,agent
Collective Intelligence Project (Weval),Global Dialogues 4: Human-AI Relationships,https://globaldialogues.ai/updates/global-dialogues-4-human-ai-relationships,2025-08-21,EXCLUDED - no findings,"Public-opinion survey report (1,052 participants on human-AI relationships: 30% thought their chatbot might be self-aware, trust stats); no AI system evaluated and no qualifying model/methodology finding per s1.0",,2026-08-01,agent
Collective Intelligence Project (Weval),Translating global public input into AI evals,https://blog.cip.org/p/translating-global-public-input-into,2025-08-25,EXCLUDED - no findings,"Methodology announcement describing how Global Dialogues public input will feed future evals (digital twins); survey percentages about human attitudes only, no measured results on any AI system",,2026-08-01,agent
Collective Intelligence Project (Weval),Frontier AI Agents with collective input,https://blog.cip.org/p/frontier-ai-agents-with-collective,2025-09-04,EXCLUDED - no findings,"Partnership/initiative announcement (Stanford Deliberative Democracy Lab, Industry-Wide Deliberative Forum) on agent governance input; no evaluation findings on any model",,2026-08-01,agent
Collective Intelligence Project (Weval),People are starting to believe that AI is conscious.,https://blog.cip.org/p/people-are-starting-to-believe-that,2025-09-08,EXCLUDED - no findings,"Global Dialogues public-opinion analysis (36.3% felt an AI seemed conscious, cultural splits); measures human perception, not any AI system's capability/behaviour/safeguard",,2026-08-01,agent
Collective Intelligence Project (Weval),People are relying on AI for emotional support. This has global implications for trust and governance.,https://blog.cip.org/p/people-are-relying-on-ai-for-emotional,2025-09-16,EXCLUDED - no findings,"Survey report plus governance opinion (42.8% use AI for emotional support weekly, trust stats); no named model, no measured model results",,2026-08-01,agent
Collective Intelligence Project (Weval),A global snapshot of trust and AI,https://blog.cip.org/p/a-global-snapshot-of-trust-and-ai,2025-09-23,EXCLUDED - no findings,"Public-opinion survey on institutional trust vs AI chatbots (~4,000 participants over four rounds); attitudes toward AI generally, no evaluation of any system",,2026-08-01,agent
Collective Intelligence Project (Weval),Notes on building collective intelligence into evals,https://blog.cip.org/p/notes-on-building-collective-intelligence,2025-09-29,EXCLUDED - no findings,Methodology reflection / call-to-action on contextual evals and eval sensitivity; general claims without evidence-backed measured results in this report,,2026-08-01,agent
Collective Intelligence Project (Weval),Why You Should Care About AI Evaluations,https://blog.cip.org/p/why-you-should-care-about-ai-evaluations,2025-10-06,EXCLUDED - no findings,Explainer/advocacy piece introducing the Weval platform with illustrative narrative examples; zero measured scores or observed behaviours for any named model,,2026-08-01,agent
