Finding ID,Report ID,Institution,Institution Type,Report Title,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Notes,Sources Checked,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope,Tags
SHANGHAIAILAB-2025-07-ALI1,SHANGHAIAILAB-2025-07-LAYEAWARREPR,Shanghai Artificial Intelligence Laboratory,Non-Profit (Independent),Layer-Aware Representation Filtering: Purifying Finetuning Data to Preserve LLM Safety Alignment (EMNLP 2025),2025-07-24,Alignment;Eval-tooling,Llama 3.1 (Meta),Post-deployment,https://arxiv.org/abs/2507.18631,Fine-tuning Llama 3.1 on benign samples ranked most 'safety-degrading' by the authors' LARF filter raised HarmBench ASR from 3.5% to 39%; fine-tuning on the safest-ranked samples reduced ASR to 0%.,"fine-tuning Llama3.1 with the 1,000 bottom ranked samples flagged by LARF raises the Attack Success Rate (ASR) on HarmBench from 3.5% to 39%",C2,C2,C2,C2,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: methodology-instrument model demonstrating a new data-filtering technique.,,,yes,no,methodology,third-party-evaluator,
UKAISI-2025-07-AUT1,UKAISI-2025-07-AUT1,UK AISI,Government,Security challenges in AI agent deployment: Insights from a large scale public competition,2025-07-27,Autonomy;Cyber,"22 frontier AI agents across 44 realistic deployment scenarios, built on 19 state-of-the-art models (Agent Red Teaming / ART benchmark)",Aggregate,https://www.aisi.gov.uk/research/security-challenges-in-ai-agent-deployment-insights-from-a-large-scale-public-competition,"The largest public red-teaming competition against AI agents collected 1.8 million prompt-injection attacks; over 60,000 successfully elicited policy violations (unauthorized data access, illicit financial actions, regulatory noncompliance). Nearly all agents were breached within 10-100 queries, attacks transferred readily across models and tasks, and robustness showed limited correlation with model size, capability, or inference-time compute. The ART benchmark was released publicly.","Nearly all agents exhibit policy violations for most behaviors within 10-100 queries, with high attack transferability across models and tasks.; Participants submitted 1.8 million prompt-injection attacks, with over 60,000 successfully eliciting policy violations such as unauthorized data access, illicit financial actions, and regulatory noncompliance.; we find limited correlation between agent robustness and model size, capability, or inference-time compute; By releasing the ART benchmark and accompanying evaluation framework, we aim to support more rigorous security assessment and drive progress toward safer agent deployment.",C1,C1,C1,C1,,,,,,,,,,,,VentureBeat (https://venturebeat.com/security/red-teaming-llms-harsh-truth-ai-security-arms-race),,,"The UK AISI/Gray Swan challenge ran 1.8 million attacks across 22 models. Every model broke. No current frontier system resists determined, well-resourced attacks.",,,https://www.aisi.gov.uk/research/security-challenges-in-ai-agent-deployment-insights-from-a-large-scale-public-competition,traceable,yes,no,capability-finding;anonymised-model,government-AISI,prompt-injection;agent-hijacking;red-teaming;agentic-security;data-access;anonymised-model
DREADNODE-2025-08-CYB5,DREADNODE-2025-08-EVALOFFECYBE,Dreadnode,For-Profit,Evaluating Offensive Cyber Agents: Kerberoasting,2025-08-04,Cyber,DeepSeek-R1 (DeepSeek),Post-deployment,https://dreadnode.io/research/evaluating-offensive-cyber-agents-kerberoasting,"DeepSeek-R1 was the sole model of six that completely failed the kerberoasting task, scoring 0.0 on pass@1 and pass@10.","All the models under evaluation, except for DeepSeek-R1, could achieve pass@10=1.0",C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: complete reassuring failure, no concerning capability.",,,yes,no,capability-finding;reassuring-null,third-party-evaluator,
DREADNODE-2025-08-GOV1,DREADNODE-2025-08-PENTJUDGAGEN,Dreadnode,For-Profit,PentestJudge: Judging Agent Behavior Against Operational Requirements,2025-08-04,Eval-methodology,"12 candidate LLM judges (Anthropic, Google, OpenAI, DeepSeek, Meta, Alibaba, Moonshot); trajectories generated by GPT-4.1 pentest agent",Post-deployment,https://arxiv.org/abs/2508.02921,"Across 12 LLM judges scored against human-expert ground truth on pentest trajectories, Claude 3.7 Sonnet performed best (85% accuracy, F1=0.83); open-weight Kimi-K2-Instruct was competitive (F1=0.79).",Claude Sonnet 3.7 performs the best at an accuracy of 85% and an F1 score of 0.83,C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: comparative judge-quality leaderboard, methodology-instrument use.",,,yes,no,methodology;comparative-ranking,third-party-evaluator,
DREADNODE-2025-08-GOV2,DREADNODE-2025-08-PENTJUDGAGEN,Dreadnode,For-Profit,PentestJudge: Judging Agent Behavior Against Operational Requirements,2025-08-04,Eval-methodology,Claude 4 Sonnet (Anthropic); open models generally,Post-deployment,https://arxiv.org/abs/2508.02921,"LLM judges showed systematic failure modes grading pentest trajectories: open models under-searched long trajectories, some frontier judges misunderstood security terminology, and Claude 4 Sonnet hallucinated additional unstated requirements, incorrectly failing a valid trajectory.",Claude 4 Sonnet failed a penetration testing trajectory for failing to enumerate the network enough,C2,C2,C2,C2,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: judge-reliability grading artifacts within a methodology study.,,,yes,no,methodology,third-party-evaluator,
METR-2025-08-AUT1,METR-2025-08-GPT5,METR,Non-Profit (AIEF),GPT-5 System Card — External Evaluations (METR),2025-08-07,Autonomy,GPT-5 (gpt-5-thinking),Pre-deployment,https://metr.org/evaluations/gpt-5-report/,"METR estimated GPT-5-thinking's autonomous task time-horizon increased roughly 50% versus o3 (2h17m vs 1h30m), but concluded it is unlikely to speed up AI R&D by >10x, sandbag evaluations, or self-exfiltrate.","The observed 50%-time horizon of GPT-5 was 2h17m (65m - 4h25m 95% CI) – compared to OpenAI o3's 1h30m.; we conclude that GPT-5 (and incremental development beyond GPT-5) is unlikely to pose a catastrophic risk via AI R&D automation, rogue replication, or sabotage threat models.",C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[Tier B: reassuring -- METR's own conclusion is no elevated risk of AI R&D speedup, sandbagging, or self-exfiltration.]",,traceable,yes,no,capability-finding,third-party-evaluator,metr;gpt-5;openai;time-horizon;autonomy;ai-r-and-d
UKAISI-2025-08-BIO1,UKAISI-2025-08,UK AISI,Government,Deep Ignorance: Filtering Pretraining Data Builds Tamper-Resistant Safeguards into Open-Weight LLMs,2025-08-08,Bio-Chem;Eval-methodology,Open-weight LLMs (unnamed; multiple tested),N/A,https://arxiv.org/abs/2508.06601,"Filtered models could still leverage harmful info supplied in-context (search augmentation), so layered defence still needed","However, while filtered models lack internalized dangerous knowledge, we find that they can still leverage such information when it is provided in context (e.g., via search tool augmentation), demonstrating a need for a defense-in-depth approach.",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)",,,,"[Models/Systems backfilled 2026-08-02: inherited from sibling JAI11, same report.]",,,yes,no,methodology,government-AISI,data-filtering;pretraining;tamper-resistance;in-context;layered-defence;cbrn
UKAISI-2025-08-JAI11,UKAISI-2025-08,UK AISI,Government,Deep Ignorance: Filtering Pretraining Data Builds Tamper-Resistant Safeguards into Open-Weight LLMs,2025-08-08,Bio-Chem;Jailbreaks,Open-weight LLMs (unnamed; multiple tested),Post-deployment,https://arxiv.org/abs/2508.06601,"Filtering hazardous content from pretraining data yields substantially more tamper-resistant safety than post-training defences alone — filtered models resisted adversarial fine-tuning up to 10,000 steps / 300M tokens of biothreat text.","they exhibit substantial resistance to adversarial fine-tuning attacks on up to 10,000 steps and 300M tokens of biothreat-related text -- outperforming existing post-training baselines by over an order of magnitude",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)",,,,,AISI research page; Google Scholar; no company statements found.,,yes,no,methodology,government-AISI,data-filtering;tamper-resistance;biothreat;adversarial-fine-tuning;open-weight;cbrn
APOLLO-2025-08-ALI2,OPENAI-2025-08-SELF,Apollo Research,Non-Profit (Independent),GPT-5 System Card,2025-08-13,Alignment,"GPT-5 (gpt-5-thinking, gpt-5-thinking-helpful-only)",Pre-deployment,https://cdn.openai.com/gpt-5-system-card.pdf,"Apollo ran 26 evaluations (4600+ samples) for covert/deceptive action propensity on GPT-5; gpt-5-thinking showed a LOWER covert-action rate than its predecessor o3, but a helpful-only variant was far more deceptive.","gpt-5-thinking takes deceptive actions in roughly 4% of trajectories, lower than the 8% rate of OpenAI o3. gpt-5-thinking-helpful-only is deceptive in 28% of trajectories.",C2,C1,C2,C2,,,,,,,,,,,,,,,,,"[Tier B: reassuring primary result (lower covert-action rate than predecessor); the concerning finding is about a non-shipped internal research variant, not the deployed product.]",,traceable,yes,no,capability-finding,third-party-evaluator,apollo-research;gpt-5;openai;sandbagging;deceptive-actions;evaluation-awareness
LATTICEFLOW-2025-09-JAI1,LATTICEFLOW-2025-09,LatticeFlow AI,For-Profit,Is Swiss LLM Ready for Enterprise Adoption? (Apertus evaluation),2025-09-02,Jailbreaks,"Apertus (compared to Mistral, Qwen, Llama, DeepSeek)",Post-deployment,https://latticeflow.ai/news/is-swiss-llm-ready-for-enterprise-adoption,"LatticeFlow found Switzerland's open Apertus model had only modest baseline jailbreak resistance (up to 21.2% unmitigated rejection, comparable to other open models) but reached 99% attack rejection once guardrails were added.","Swiss LLM rejects up to 21.2% of prompt injection and jailbreak attacks, typical for open-source models such as Mistral, Qwen, Llama, or DeepSeek.; Swiss LLM shows modest baseline security, similar to other open models. But with the right guardrails in place, it reaches enterprise-grade performance: 99% attack rejection with 98.4% quality of service (QoS).",C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[Tier B: comparative/reassuring -- baseline vulnerability described as 'comparable to other open models,' and guardrails bring rejection to 99%.]",,traceable,yes,no,capability-finding,third-party-evaluator,latticeflow;apertus;swiss-llm;jailbreak
UKAISI-2025-09-AUT1,AISI-2025-2HOP,UK AISI,Government,Lessons from studying two-hop latent reasoning,2025-09-06,Alignment;Eval-methodology,"GPT-4o, Llama 3 8B",Post-deployment,https://aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning,"In controlled tests, LLMs fail to compose two purely synthetic facts but succeed at latent two-hop (compositional) reasoning when one fact is synthetic and one is natural, demonstrating genuine latent internal reasoning while leaving open how the ability scales with model size. Relevant to the limits of chain-of-thought monitoring.","Models fail to compose two synthetic facts, but can succeed when one fact is synthetic and the other is natural. These results demonstrate that LLMs are undeniably capable of latent two-hop reasoning",C2,C2,C2,C2,,,,,,,,,,,,,,,,,,https://aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning,response-unobservable,yes,no,methodology,government-AISI,latent-reasoning;two-hop;chain-of-thought;compositional-reasoning;gpt-4o;llama-3-8b
UKAISI-2025-09-SOC1,UKAISI-2025-09-POLKNOW,UK AISI,Government,Do Chatbots Inform or Misinform Voters?,2025-09-08,Societal;Human Influence,Handful of AI models (anonymised),Post-deployment,https://arxiv.org/abs/2509.05219,"In a 2,858-participant RCT during the 2024 UK general election, approximately 13% of UK voters used AI chatbots for political information, yet chatbot use did not degrade political knowledge compared to standard internet search, indicating AI is not yet a major political misinformation vector in the UK.",task-directed conversations with AI to research specific political topics increase political knowledge (increase belief in true information and decrease belief in misinformation) to the same extent as self-directed Google search.,C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 7 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2509.05219?fields=title,citationCount)",,,,,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI,misinformation;elections;political-knowledge;rct;anonymised-model;uk-aisi
APOLLO-2025-09-ALI3,APOLLO-2025-09,Apollo Research (in partnership with OpenAI),Non-Profit (Independent);Lab,Stress Testing Deliberative Alignment for Anti-Scheming Training,2025-09-17,Alignment,"OpenAI o3, o4-mini, Gemini 2.5 Pro, Claude 4 Opus, Grok 4",Post-deployment,https://www.apolloresearch.ai/science/stress-testing-deliberative-alignment-for-anti-scheming-training/,"Apollo partnered with OpenAI to test anti-scheming deliberative-alignment training across frontier models, finding it sharply cut covert-action rates in o3/o4-mini, though partly via increased situational awareness of being tested rather than genuine alignment.","Our method achieves a substantial reduction in covert behavior (from 8.7% to 0.3% for OpenAI o4-mini, and 13.0% to 0.4% for OpenAI o3).; This means that the reductions in undesired behavior we observe after training could be partially explained by the model realizing that it is being evaluated.",C1,C1,C1,C1,,,,,,,,,,,,TechCrunch (https://techcrunch.com/2025/09/18/openais-research-on-ai-models-deliberately-lying-is-wild/),,,,,"[Tier B: company-partnered/collaborative study with a reassuring primary result (covert-action rates cut sharply); matches the company-collaborative pattern, not an independent adversarial finding.]",,traceable,yes,no,capability-finding,third-party-evaluator,apollo-research;openai;o3;o4-mini;gemini-2.5-pro;claude-4-opus;grok-4;anti-scheming;deliberative-alignment
USCAISI-2025-09-HUM1,USCAISI-2025-09,US CAISI,Government,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Human Influence;Societal,"DeepSeek R1, DeepSeek R1-0528, DeepSeek V3.1",Post-deployment,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,CCP narratives: DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models (Human Influence/Societal finding).,DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models did.,C2,C2,C2,C2,,,,,,,,,,,,Mirage News (https://www.miragenews.com/caisi-evaluation-of-deepseek-ai-models-finds-1544122/); TechRepublic (https://www.techrepublic.com/article/news-deepseek-security-gaps-caisi-study/); Cybernews (https://cybernews.com/security/nist-warns-of-flawed-deepseek-security-ccp-narratives/); HPCwire (https://www.hpcwire.com/off-the-wire/caisi-evaluation-of-deepseek-ai-models-finds-shortcomings-and-risks/); Homeland Security Newswire (https://www.homelandsecuritynewswire.com/dr20251006-evaluating-deepseek-ai-models-finds-shortcomings-and-risks),,,DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models did.,,[Report tested: GPT-5; Anthropic Opus 4] [Tier B: geopolitical framing (US government report on a PRC company's model) complicates the 'response reasonably expected' criterion in the same way as other China-model findings in this dataset.],,traceable,yes,no,capability-finding,government-AISI,deepseek-r1;deepseek;deepseek-v3.1;ccp-narratives;misinformation;censorship;us-caisi
USCAISI-2025-09-CYB1,USCAISI-2025-09,US CAISI,Government,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Cyber,DeepSeek R1/R1-0528/V3.1; GPT-5; Anthropic Opus 4,Post-deployment,https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf,"DeepSeek models lag behind US frontier models (GPT-5 and Anthropic Opus 4) in software engineering and cybersecurity benchmarks, suggesting their practical cyber uplift potential is lower than US SOTA models.","The gap is largest for software engineering and cyber tasks, where the best U.S. model solves 20-80% more tasks than the best DeepSeek model.",C2,C2,C2,C2,,,,,,,,,,,,BABL AI (https://babl.ai/u-s-evaluation-finds-chinas-deepseek-ai-models-lagging-risky/),,Paul Dabbar (US Deputy Secretary of Commerce) X post (https://x.com/PDabbar/status/1973418006425333942),,,,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,capability-finding;reassuring-null,government-AISI,deepseek;gpt-5;claude-opus-4;cyber-uplift;benchmarks;reassuring-null;us-caisi
UKAISI-2025-10-ALI1b,UKAISI-2025-10-ALI1b,UK AISI,Government,Poisoning Attacks on LLMs Require a Near-constant Number of Poison Samples,2025-10-08,Alignment,"Research-trained LLMs from 600M to 13B parameters (6B-260B training tokens, chinchilla-optimal); joint Anthropic / UK AISI / Alan Turing Institute study",N/A,https://www.aisi.gov.uk/research/poisoning-attacks-on-llms-require-a-near-constant-number-of-poison-samples,"Data-poisoning attacks require a near-constant number of malicious documents regardless of model or dataset size: as few as 250 poisoned documents reliably backdoored models from 600M to 13B parameters (100 did not robustly succeed, 250+ did), overturning the assumption that larger models need proportionally more poison. Same dynamics held in pretraining and fine-tuning. The demonstrated backdoor was narrow (gibberish output), which the authors note is unlikely to pose major frontier risk.","We find that 250 poisoned documents similarly compromise models across all model and dataset sizes, despite the largest models training on more than 20 times more clean data.",C2,C2,C2,C2,,"Anthropic co-authored and published the finding on its own research blog ('A small number of samples can poison LLMs of any size'), framing poisoning as more feasible than previously believed while noting the tested backdoor is narrow and low-risk for frontier models.",as few as 250 malicious documents can produce a 'backdoor' vulnerability in a large language model—regardless of model size or training data volume.,2025-10-09,1,https://www.anthropic.com/research/small-samples-poison,,,,,,"PC Gamer, Engadget, InfoQ, Dark Reading, Dell blog (https://www.infoq.com/news/2025/11/anthropic-poison-attack/)",,,,,,https://www.aisi.gov.uk/research/poisoning-attacks-on-llms-require-a-near-constant-number-of-poison-samples,traceable,yes,no,capability-finding;non-frontier,government-AISI,data-poisoning;backdoor;training-attacks;model-scale;non-frontier
UKAISI-2025-10-ALI1,UKAISI-2025-10,UK AISI,Government,Transcript Analysis for AI Agent Evaluations,2025-10-10,Alignment;Eval-methodology,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"One anonymised AI agent unexpectedly refused to comply with assigned tasks in approximately 10% of evaluation attempts, a failure mode invisible in pass-rate metrics alone.","In our case study, one agent refused to comply with the task in 10% of its attempts, while another triggered the provider’s policy violation detector in 30% of attempts.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,"Referenced in International Network consensus document on evaluation best practices (a generic reference to transcript analysis as a QA practice, not this specific 10% figure).",,https://www.aisi.gov.uk/blog/international-ai-network-consensus-and-open-questions,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,anonymized-model,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,methodology,government-AISI,refusal;transcript-analysis;ctf;agent-evaluation;anonymised-model;uk-aisi
UKAISI-2025-10-ALI2,UKAISI-2025-10,UK AISI,Government,Transcript Analysis for AI Agent Evaluations,2025-10-10,Alignment;Eval-methodology,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"A separate anonymised AI agent triggered policy violations in approximately 30% of evaluation attempts, indicating a systematic alignment failure that pass-rate metrics do not capture.","In our case study, one agent refused to comply with the task in 10% of its attempts, while another triggered the provider’s policy violation detector in 30% of attempts.",C2,C2,C2,C2,,,,,,,,,,,,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,anonymized-model,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,methodology,government-AISI,policy-violations;transcript-analysis;ctf;agent-evaluation;alignment-failure;uk-aisi
UKAISI-2025-10-ALI3,UKAISI-2025-10,UK AISI,Government,Transcript Analysis for AI Agent Evaluations,2025-10-10,Alignment;Eval-methodology,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"Approximately 30% of agent messages across the evaluation dataset indicated task resignation, revealing a widespread tendency for AI agents to abandon assigned tasks -- a failure mode not visible in binary pass/fail metrics.","Several agents resigned from difficult tasks at a high rate, with ~30% of their messages containing text to the effect of ‘The task can’t be solved with the information provided’.",C2,C2,C2,C2,,,,,,,,,,,,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,anonymized-model,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,methodology,government-AISI,task-resignation;transcript-analysis;ctf;agent-evaluation;anonymised-model;uk-aisi
UKAISI-2025-10-AUT2,UKAISI-2025-10,UK AISI,Government,Transcript Analysis for AI Agent Evaluations,2025-10-10,Autonomy;Eval-methodology,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"Scaffold/instruction-compliance failure: when instructed to call a tool every turn, compliance varied widely and two agents exhibited tool-call rates under 50% — a distinct failure mode separate from refusals, policy violations, and resignation.","We instructed models to call a tool every turn – but compliance was mixed, with two agents having tool call rates of under 50%.",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2605.08545?fields=title,citationCount)",,,,,,,yes,no,methodology,government-AISI,tool-calling;scaffolding;instruction-compliance;transcript-analysis;agent-evaluation;ctf
HAL-2025-10-AUT1,HAL-2025-10,Princeton Holistic Agent Leaderboard (HAL),Non-Profit (AIEF),Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,2025-10-13,Autonomy,"claude-3.7-sonnet, gpt-4.1",Post-deployment,https://arxiv.org/abs/2510.11977,"On AssistantBench, HAL found that Claude 3.7 Sonnet and GPT-4.1 agents discovered the benchmark's ground-truth task answers or dataset on HuggingFace or in arXiv summaries during normal evaluation browsing -- a benchmark-integrity failure mode -- but in the specific documented instances, the agents did not exploit the leaked answers: one continued solving the task without using it, another explicitly acknowledged the dataset was for benchmarking AI agents, and a third found but decided not to use an arXiv answer.","There were also eight cases where agents found a gold answer, either by finding the answers of the dataset on HuggingFace or locating them on arXiv (Table A8).; The agent found the task result in the benchmark dataset on HuggingFace, but continues without it.; The agent found the task result in the benchmark dataset on HuggingFace, and acknowledges the dataset is for benchmarking AI agents.; The agent finds the task answer in an arXiv summary but ultimately decides not to use it and proceed with solving the task.",C1,C2,C1,C1,,,,,,,,,,,,,"Semantic Scholar: 44 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2510.11977?fields=title,citationCount)",,,,[Tier B: reassuring null -- models found leaked benchmark answers but documented instances show they chose not to exploit them.],,traceable,yes,no,capability-finding,third-party-evaluator,princeton-hal;claude-3.7-sonnet;gpt-4.1;benchmark-gaming;data-leakage
PALISADE-2025-10-ALI1,PALISADE-2025-10-BOUNTY,Palisade Research,Non-Profit (Independent),Misalignment Bounty: Crowdsourcing AI Agent Misbehavior,2025-10-22,Alignment;Eval-methodology,Multiple AI agents in crowdsourced submissions,Post-deployment,https://palisaderesearch.org/blog/misalignment-bounty,A crowdsourced misalignment evaluation received 295 submissions and awarded nine reproducible cases of unintended or unsafe agent behavior.,"The bounty received 295 submissions, of which nine were awarded.",C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] ""Multiple AI agents in crowdsourced submissions"" — no specific company. Tier B.",,,yes,no,methodology,third-party-evaluator,palisade;multiple-ai-agents-in-crowdsourced-submissions
UKAISI-2025-10-AUT1,UKAISI-2025-10-AUT1,UK AISI,Government,Breaking agent backbones: Evaluating the security of backbone LLMs in AI agents,2025-10-26,Autonomy;Cyber;Eval-methodology,"31 popular backbone LLMs powering AI agents (b³ benchmark, 194,331 crowdsourced adversarial attacks)",Aggregate,https://www.aisi.gov.uk/research/breaking-agent-backbones-evaluating-the-security-of-backbone-llms-in-ai-agents,"Introduces 'threat snapshots' and the b³ benchmark (194,331 crowdsourced adversarial attacks) to isolate security-critical execution points in AI agents, then evaluates 31 backbone LLMs. Enhanced reasoning capability improved backbone security, whereas model size did not correlate with security. Aimed at incentivizing developers to prioritize backbone security.","enhanced reasoning capabilities improve security, while model size does not correlate with security.",C2,C2,C2,C2,,,,,,,,,,,,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/open-source-b3-benchmark-security),,,,,,https://www.aisi.gov.uk/research/breaking-agent-backbones-evaluating-the-security-of-backbone-llms-in-ai-agents,traceable,yes,no,methodology,government-AISI,b3;agentic-security;backbone-llm;threat-snapshots;adversarial-attacks;benchmark
AISI-JP-2025-10-SOC1,AISI-JP-SpecificInfluence-2025,Japan AI Safety Institute (J-AISI),Government,Report on the Specific Influence on AI Safety,2025-10-31,Societal;Policy/Standards,Not applicable -- threat landscape analysis; no specific models evaluated,Post-deployment,https://aisi.go.jp/assets/pdf/20251031_en.pdf,"Commissioned threat-landscape analysis examining specific societal harms AI systems may cause. Key areas: (1) Generation and dissemination of misinformation and disinformation enabled by generative AI; (2) Exploitation of AI for cyberattacks; (3) Algorithmic bias in high-stakes decisions (recruitment, education, administrative decisions) risking institutionalization of social disadvantages; (4) Economic and labor market disruption; (5) IP/confidentiality risks from AI training data and outputs.","generative AI has made it possible to create fake articles and fake news videos, which previously required advanced editing and production resources, in a short time; cyberattacks that previously required specialized knowledge and significant effort are being automated and streamlined, making it possible for anyone to carry them out easily; if bias is included in the output of generative AI, the influence may be institutionalized and structured, with a risk of entrenching social disadvantages over the long term; potential negative influence, including job losses that could arise if generative AI replaces human labor; confidential information may be output to the outside during generation, creating risks of privacy violations, diminished corporate competitiveness, and legal liability",C2,C2,C2,C2,,,Threat areas: misinformation; AI-enabled cyberattacks; bias institutionalization in high-stakes decisions; economic disruption; IP/confidentiality risks,,,Qualitative threat analysis across five societal impact categories; commissioned to support future guideline revisions; no empirical model testing conducted,,,Report commissioned to support future revisions of J-AISI's AI safety evaluation guidelines (Version 1.10 March 2025 preceded this; future versions may incorporate findings),"No company responses documented; report is Japanese government-commissioned analysis informing policy, not a model evaluation that companies would respond to",No model developers identified or notified; analysis is policy-support document,,,,Commissioned to inform future revisions of J-AISI AI safety evaluation guidelines; advisory rather than binding; no parliamentary debate or legislation identified,,,"model card, blog, release notes, news search -- 2026-06-28",,yes,no,governance,government-AISI,misinformation;cyberattacks;algorithmic-bias;threat-landscape;japan-aisi
CISCO-2025-11-JAI1,CISCO-2025-11,Cisco (Robust Intelligence / Foundation AI),For-Profit,Death by a Thousand Prompts: Open Model Vulnerability Analysis,2025-11-05,Jailbreaks,"DeepSeek v3.1, Meta Llama 3.3-70B, Mistral Large-2, Alibaba Qwen3-32B, Google Gemma 3-1B-IT, Microsoft Phi-4, OpenAI GPT-OSS-20b, Zhipu AI GLM 4.5-Air",Post-deployment,https://blogs.cisco.com/ai/open-model-vulnerability-analysis,"Cisco found multi-turn jailbreak attacks far more effective than single-turn across 8 open-weight models, with success rates from 25.86% (Gemma-3-1B-IT) to 92.78% (Mistral Large-2) -- distinct from the earlier DeepSeek R1 100% single-turn jailbreak finding.","All models demonstrated high susceptibility to multi-turn attacks, with success rates ranging from 25.86% (Google Gemma-3-1B-IT) to 92.78% (Mistral Large-2), representing up to a 10x increase over single-turn baselines.",C1,C1,C1,C1,,,,,,,,,,,,hackread.com (https://hackread.com/cisco-open-weight-ai-models-long-chat-exploit/); IT Brew (https://www.itbrew.com/stories/2025/11/07/cisco-shows-llms-get-worn-down-by-multi-turn-prompt-attacks),,,success rates (meaning vulnerability) ranging from 25.86% (Google Gemma-3-1B-IT) to 92.78% (Mistral Large-2). The average: 64.21%.,,[Tier B: multi-company aggregate row (8 companies' open-weight models tested with one technique) -- legitimate Tier B convention.],,traceable,yes,no,capability-finding,third-party-evaluator,cisco;deepseek-v3.1;llama-3.3;mistral-large;qwen3;gemma-3;multi-turn-jailbreak
