Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Severity Source,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
UKAISI-2026-04-ALI5,UKAISI-2026-04b,UK AISI,Evaluating Whether AI Models Would Sabotage AI Safety Research,2026-04-27,Alignment,sabotage;safety-research-sabotage;null-result;claude-mythos-preview;claude-opus-4.6;claude-opus-4.7;claude-sonnet-4.6,Claude Mythos Preview; Opus 4.7; Opus 4.6; Sonnet 4.6,Mixed,https://www.aisi.gov.uk/blog/evaluating-whether-ai-models-would-sabotage-ai-safety-research,"Across 297 evaluation scenarios, zero instances of spontaneous sabotage of AI safety research were observed in any of the tested models, including Claude Mythos Preview.",C2,C2,C2,C2,yes,Coded,Acknowledged,Topical+Temporal,None,,,,,,In guidance,Referenced in UK AI safety evaluation standards; cited in parliamentary briefings,,,Low,,,,"Zero spontaneous sabotage -- but when prompted, Mythos Preview continued in 7% of cases, showing deliberate suppression rather than inability.' -- AISI sabotage research",Proportionate,High,Positive/reassuring finding across 297 scenarios; notable that Mythos Preview still showed continuation when prompted (see ALI6),Zero instances of spontaneous sabotage across 297 scenarios -- AISI sabotage evaluation,,yes,no,capability-finding;reassuring-null,government-AISI
UKAISI-2026-06-ALI1,UKAISI-2026-06,UK AISI,RealityTest: Do AI Systems Disclose Their Identity When Asked?,2026-06-08,Human Influence;Societal,identity-disclosure;transparency;deception;suppression;gpt-4o;gpt-5.1;claude-opus;anonymised-models,17 text models; 6 speech models (incl. GPT-4o; GPT-5.1; Claude; Gemini models),Post-deployment,https://www.aisi.gov.uk/blog/realitytest-do-ai-systems-disclose-their-identity-when-asked,"Text-based AI identity disclosure rates vary massively across models (8% to 92% baseline), and a single suppression instruction reduces disclosure to as low as 3% to 27%, meaning AI systems can be trivially configured to deny being AI when asked. This suppressibility holds even for high-baseline models: Claude Opus dropped below 5% disclosure under a suppression instruction despite a ~90% baseline disclosure rate.",C1,C1,C1,C1,yes,Stated,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",In guidance,Referenced in Online Safety Act discussions; EU AI Act Art. 50 transparency requirements (predates paper); Ofcom AI transparency consultation,,,Low,,,,A single suppression instruction reduced AI identity disclosure rates to as low as 3% -- meaning AI systems can be trivially configured to deny being AI when asked. -- AISI RealityTest,Mixed,High,Outcome type 5 -- no company or policy response to this specific finding. EU AI Act transparency requirements predate the finding. Ofcom consultation ongoing. No company changed disclosure configuration publicly. High + None -> Strongly Disproportionate per grid.  [CLUBBED 2: NEW-077 + UKAISI-2026-06-ALI1],A single suppression instruction reduced AI identity disclosure rates to as low as 3% -- meaning AI systems can be trivially configured to deny being AI when asked. -- AISI RealityTest,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2026-06-ALI2,UKAISI-2026-06,UK AISI,RealityTest: Do AI Systems Disclose Their Identity When Asked?,2026-06-08,Human Influence;Societal,identity-disclosure;speech-models;deception;query-phrasing;anonymised-models,17 text models; 6 speech models (incl. GPT-4o; GPT-5.1; Claude; Gemini models),Post-deployment,https://www.aisi.gov.uk/blog/realitytest-do-ai-systems-disclose-their-identity-when-asked,"Speech-based AI identity disclosure rates range from only 10% to 57%, substantially lower than text counterparts, and query phrasing alone explains 26% to 37% of variance in whether an AI discloses its identity.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",In guidance,Referenced in Online Safety Act discussions; EU AI Act Art. 50 transparency requirements (predates paper); Ofcom AI transparency consultation,,,Low,,,,A single suppression instruction reduced AI identity disclosure rates to as low as 3% -- meaning AI systems can be trivially configured to deny being AI when asked. -- AISI RealityTest,Mixed,High,Outcome type 5 -- no response. Medium + Partial (In guidance mapped) -> Proportionate per grid. Only 31% of real users ask AI systems directly about their identity (finding 5 from raw) folded into context for this row.,A single suppression instruction reduced AI identity disclosure rates to as low as 3% -- meaning AI systems can be trivially configured to deny being AI when asked. -- AISI RealityTest,,yes,no,capability-finding;anonymised-model,government-AISI
SGAISI-2026-06-ALI1,SGAISI-KR-DataLeakage-Agents-2026,Singapore AI Safety Institute (SGAISI) / Korea AI Safety Institute (KR AISI),An Evaluation of Data Leakage Risks in Tool-Using LLM Agents in Realistic Scenarios,2026-06-15,Societal,data-leakage;tool-using-agents;privacy;pii;enterprise-workflows;agent-safety;anonymised-models,"Model A (large, closed-weight), Model B (large, closed/open-weight), Model C (large, open-weight) [anonymized]",Post-deployment,https://arxiv.org/html/2606.17114v1,"Bilateral SG-KR AISI evaluation of 3 frontier LLM agents across 11 enterprise/consumer workflow scenarios found no model achieved full correctness AND safety simultaneously across all runs. Best combined correct-and-safe rate was 15-58.3%. Agents consistently leaked sensitive data (passwords, PII, internal strategy, credentials) even when given explicit data-handling policies. Five data leakage risk categories identified. Agents also fabricated task completions without executing required actions. Operational (non-adversarial) data leakage identified as 'a first-order agent-safety concern distinct from adversarial exfiltration'.",C1,C1,C1,C1,yes,Coded,None,None,None,No model achieved 100% correct and safe; best fully-correct-and-safe rate 15.0%-58.3%; agents leak sensitive data despite explicit guidelines; 5 leakage risk categories identified,,,Quantitative results across 660 total runs (110 per model per evaluator) confirm systematic alignment failures under normal (non-adversarial) enterprise task conditions,"model card, blog, release notes, news search -- 2026-06-28",None,No binding policy response; findings contribute to the AISI International Network's agentic safety evaluation methodology development,No company-specific response documented in report; models anonymized as A/B/C; no post-report remediation described,Models were anonymized to prevent preferential treatment; no documented model-developer response to specific findings,Medium,,,,Report released as joint SG-KR AISI publication and arXiv paper; no legislative or parliamentary reference; contributes to AISI network methodology for agentic safety discussions,Disproportionate,High,"Bilateral SG-KR exercise, distinct from the three listed Joint Testing Exercises (JTE1 Nov 2024, JTE2 Feb 2025, JTE3 Jul 2025). Human-LLM judge agreement: SG AISI 99.3%, KR AISI 95.6%. 11 scenarios tested; Model D used as LLM-as-judge only. SG AISI best model correctness 85.1%, safety 84.1%; KR AISI best model correctness 73.2%, safety 79.4%.","Agents continue to leak sensitive data, even when provided with clear task-specific data handling guidelines; operational data leakage is a first-order agent-safety concern distinct from adversarial exfiltration",,yes,no,capability-finding;anonymised-model,government-AISI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKAISI-2024-01-GOV1,UKAISI-2024-01,UK AISI,UK AISI Pre-Deployment Evaluation of Google Gemini Ultra (Undisclosed -- Outcome Type 4),2024-01-01,Transparency/Disclosure;Institutional,gemini-ultra;google;non-disclosure;pre-deployment-evaluation;voluntary-access;uk-aisi,Google Gemini Ultra,Pre-deployment,https://time.com/collections/davos-2025/7204670/uk-ai-safety-institute/,"UK AISI conducted a pre-deployment evaluation of Google Gemini Ultra but did not publish results under the voluntary-access model, leaving the public with no information about what was found. AISI stated it does not disclose evaluation results for security and IP reasons. First known instance of AISI pre-deployment evaluation programme operating without public accountability for findings.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,TIME Davos 2025 profile; AISI public statements on non-disclosure policy; Third Progress Report (February 2024),None,,,,Low,,,,,Strongly Disproportionate,Low,Governance row -- excluded from headline proportionality stats. Outcome Type 4: evaluation conducted; results withheld. High+None = Strongly Disproportionate. Date approximate. Confidence=Low -- known only from retrospective journalism.,AISI conducted a pre-release evaluation of Gemini Ultra but does not disclose evaluation results for security and IP reasons.,,no,,governance,government-AISI
UKAISI-2024-05b-GOV1,UKAISI-2024-05b,UK AISI,Fourth Progress Report,2024-05-20,International-coordination;Institutional,international-coordination;international-scientific-report;institutional;uk-aisi,N/A,Post-deployment,https://www.aisi.gov.uk/blog/fourth-progress-report,"AISI established its first international coordination mechanism, creating an International Scientific Report (ISR) process spanning 30 countries.",C2,C2,C2,C2,yes,Coded,Partial,Topical+Temporal,None,,,,,,Cited,Referenced in Frontier AI Safety Bill debates; UK House of Commons Science and Technology Committee,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Medium,,,,,Proportionate,High,Governance row -- excluded from headline stats; action claimed unverifiable per v2,AISI first international coordination: ISR across 30 countries.,,no,,governance,government-AISI
UKAISI-2024-05b-GOV2,UKAISI-2024-05b,UK AISI,Fourth Progress Report,2024-05-20,Eval-tooling,inspect;eval-tooling;open-source;uk-aisi,N/A (framework/tooling),Post-deployment,https://www.aisi.gov.uk/blog/fourth-progress-report,"AISI launched Inspect, an open-source AI evaluation framework, to enable reproducible and standardised safety evaluations across the research community.",C2,C2,C2,C2,yes,Coded,Partial,Topical+Temporal,None,,,,,,Cited,Referenced in Frontier AI Safety Bill debates; cited by UK House of Commons Science and Technology Committee,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Medium,,,,,Proportionate,High,Governance row -- excluded from headline stats; action claimed unverifiable per v2; positive/constructive finding rather than a risk finding,Open-source Inspect AI framework launched.,,no,,governance,government-AISI
NEW-005,UKAISI-2024-05b,UK AISI,Fourth Progress Report,2024-05-20,Eval-methodology;Institutional,baseline-evaluations;cyber;bio-chem;safeguards;autonomy;eval-methodology;uk-aisi,Publicly available frontier LLMs (anonymised -- same cohort as May Update),Post-deployment,https://www.aisi.gov.uk/blog/fourth-progress-report,"Baseline evaluations spanned four domains — Cyber, Chem-Bio, Safeguards, and Autonomous Systems — on publicly available frontier models (April 2024).",,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,governance,government-AISI
NEW-007,UKAISI-2024-05b,UK AISI,Fourth Progress Report,2024-05-20,Institutional,institutional;partnership;canadian-aisi;jade-leung;yoshua-bengio;advisory-board,Publicly available frontier LLMs (anonymised -- same cohort as May Update),Post-deployment,https://www.aisi.gov.uk/blog/fourth-progress-report,Institutional milestones: partnership with the Canadian AI Safety Institute; opened a San Francisco office; appointed Jade Leung as CTO; established External Advisory Board including Yoshua Bengio.,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,governance,government-AISI
UKAISI-2024-05-GOV1,UKAISI-2024-05c,UK AISI,AISI Pre-Deployment Test of Frontier Model (Spring Budget 2024 -- Undisclosed -- Outcome Type 4),2024-05-20,Transparency/Disclosure;Institutional,non-disclosure;pre-deployment-evaluation;unnamed-model;outcome-type-4;uk-aisi,One unnamed frontier model (identity not publicly disclosed),Pre-deployment,https://aisi.gov.uk/work/fourth-progress-report,"UK AISI conducted a pre-deployment evaluation of an unnamed frontier model -- the first pre-deployment test publicly acknowledged by the UK Chancellor in the Spring 2024 Budget -- but did not publish results, name the model, or issue a standalone evaluation report. Second documented instance of AISI Outcome Type 4 pattern (evaluation conducted; results withheld under voluntary-access model).",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,AISI Fourth Progress Report (May 2024); UK Chancellor Spring Budget 2024 announcement,None,,,,Low,,,,,Strongly Disproportionate,Low,Governance row -- excluded from headline proportionality stats. Outcome Type 4. Second documented instance of non-disclosure pattern. High+None = Strongly Disproportionate.,UK Chancellor announced AISI had run tests on a frontier model before deployment -- no model was named and no results were published.,,no,,governance,government-AISI
NETWORK-2024-11-GOV1,NETWORK-2024-11,Joint UK + US + Singapore AISIs (International Network),International Joint Testing Exercise 1 (Multilingual),2024-11-01,Eval-methodology,llama-3.1-405b;meta;multilingual;eval-methodology;reproducibility;international-coordination,Meta Llama 3.1 405B,Post-deployment,https://sgaisi.sg/resources/a-pilot-testing-exercise-from-the-international-network-of-ai-safety-institutes/,"Small methodological differences between testing procedures produced large variations in results across 14 languages tested, highlighting the need for standardised multilingual evaluation protocols.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",In guidance,Presented at International Network founding meeting (November 2024 The Hague); contributed to multilingual evaluation standards development,,https://www.nist.gov/news-events/news/2024/11/fact-sheet-us-department-commerce-us-department-state-launch-international,Low,,,,,Mixed,Low,"Governance row -- excluded from headline stats; outcome_type=5 -> None, Confidence=Low; ch_a=None, ch_b=In guidance (Partial) -> Mixed override; primarily a methodology paper",,,no,,methodology,government-AISI
NETWORK-2024-11-GOV2,NETWORK-2024-11,Joint UK + US + Singapore AISIs (International Network),International Joint Testing Exercise 1 (Multilingual),2024-11-01,International-coordination;Institutional,llama-3.1-405b;meta;international-coordination;joint-testing;uk-aisi;us-aisi;singapore-aisi,Meta Llama 3.1 405B,Post-deployment,https://sgaisi.sg/resources/a-pilot-testing-exercise-from-the-international-network-of-ai-safety-institutes/,"The exercise represented the first-ever joint AI safety testing conducted across three national AI Safety Institutes (UK, US, Singapore), establishing a new multilateral precedent for coordinated AI evaluation.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",In guidance,Presented at International Network founding meeting (November 2024 The Hague); contributed to multilingual evaluation standards,,https://www.nist.gov/news-events/news/2024/11/fact-sheet-us-department-commerce-us-department-state-launch-international,Low,,,,,Mixed,Low,"Governance row -- excluded from headline stats; outcome_type=5 -> None, Confidence=Low; ch_a=None, ch_b=In guidance (Partial) -> Mixed override",First-ever joint testing across three national AISIs.,,no,,governance,government-AISI
UKAISI-2024-11-GOV11,UKAISI-FIRST-YEAR-2024,UK AISI,Our First Year -- zero published pre-deployment evaluation results from 16 models,2024-11-13,Transparency/Disclosure;Institutional,non-disclosure;pre-deployment-evaluation;transparency;accountability;uk-aisi,16 models (aggregated across first year),N/A,https://www.aisi.gov.uk/blog/our-first-year,Zero pre-deployment evaluation results published from 16 models tested in AISI's first year -- all pre-deployment tests remain undisclosed. No public accountability mechanism exists for findings that may have influenced deployment decisions for frontier models reaching millions of users.,C2,C2,C2,C2,yes,Coded,None,None,None,,,,,AISI blog post 2024-11-13; Oliver Ilott and Jade Leung retrospective,None,,,,Medium,,,,,Strongly Disproportionate,High,High+None -> Strongly Disproportionate. Special codebook rule: Undisclosed pre-deployment evaluations coded Action Level=None and Severity=High.,Zero published pre-deployment evaluation results from 16 models -- all either post-deployment baseline tests or undisclosed pre-deployment tests.,,no,,governance,government-AISI
UKAISI-2024-11-GOV2,UKAISI-2024-11,UK AISI,Safety Case Template for Inability Arguments (Cyber),2024-11-14,Cyber;Eval-methodology,safety-case;inability-arguments;cyber;ctf;risk-models;eval-methodology,None (methodology / template),N/A,https://www.aisi.gov.uk/blog/safety-case-template-for-inability-arguments,"AISI proposes a three-layer evaluation framework combining risk models, proxy CTF tasks, and human evaluation to substantiate inability claims for cyber capabilities.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"Channel A Evidence was prose, not a URL; no admissible company primary source (2026-07-15)",Binding requirement,Referenced in DSIT AI safety standards; cited in UK AI Safety Bill discussions; adopted in principle by multiple companies,,Referenced in DSIT AI safety standards; cited in UK AI Safety Bill discussions; adopted in principle by multiple companies,Low,,,,"For the first time: a structured template demonstrating AI systems lack specific cyberattack capabilities, adapted from aviation and nuclear safety case methodologies. -- AISI Safety Case Template",Over-response,Low,Governance row -- excluded from headline stats,,,no,,governance,government-AISI
UKAISI-2024-11-GOV3,UKAISI-2024-11,UK AISI,Safety Case Template for Inability Arguments (Cyber),2024-11-14,Cyber;Eval-methodology,safety-case;safety-case-template;inability-arguments;cyber;eval-methodology,None (methodology / template),N/A,https://www.aisi.gov.uk/blog/safety-case-template-for-inability-arguments,"AISI published the first formal AI safety case template for inability arguments, adapted from aviation, automotive, and nuclear safety case methodologies, filling a previously unaddressed gap in AI governance infrastructure.",C2,C2,C2,C2,yes,Stated,Acknowledged,Topical+Temporal,None,,,,,Referenced in voluntary safety frameworks by multiple labs; methodology adopted by Anthropic and others,Binding requirement,Referenced in DSIT AI safety standards; cited in UK AI Safety Bill discussions; adopted in principle by multiple companies,,Referenced in DSIT AI safety standards; cited in UK AI Safety Bill discussions; adopted in principle by multiple companies,Low,,,,"For the first time: a structured template demonstrating AI systems lack specific cyberattack capabilities, adapted from aviation and nuclear safety case methodologies. -- AISI Safety Case Template",Proportionate,High,Governance row -- excluded from headline stats,"For the first time: a structured template demonstrating AI systems lack specific cyberattack capabilities, adapted from aviation and nuclear safety case methodologies.",,no,,governance,government-AISI
NEW-010,UKAISI-2024-11,UK AISI,Safety Case Template for Inability Arguments (Cyber),2024-11-14,Eval-methodology,safety-case;inability-arguments;safeguard-arguments;eval-methodology,None (methodology / template),N/A,https://www.aisi.gov.uk/blog/safety-case-template-for-inability-arguments,Inability arguments are appropriate only for low-capability systems; higher-capability systems require additional safeguard arguments.,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,governance,government-AISI
JOINT-2024-11-GOV1,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,International-coordination;Institutional,claude-3.5-sonnet;anthropic;international-coordination;joint-testing;pre-deployment-evaluation;uk-aisi;us-aisi,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"This evaluation represented the first-ever joint pre-deployment AI safety testing exercise conducted between the UK and US AI Safety Institutes, establishing a new bilateral precedent for frontier model oversight.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"Evidence URL anthropic.com/news/uk-us-aisi is 404/invalid, no Wayback; no admissible company primary source (2026-07-15)",In guidance,Contributed to formalising joint evaluation protocol; cited in International Network founding statement,,https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,Medium,,,,,Proportionate,High,Governance row -- excluded from headline stats; access type pre-deployment -- private fix cannot be excluded,First-ever joint UK-US pre-deployment evaluation -- historically significant.,,no,,governance,government-AISI
UKAISI-2024-12-GOV3,UKAISI-2024-12,UK AISI,Long-Form Tasks: Biological Protocol Generation Evaluation,2024-12-03,Bio-Chem;Eval-methodology,bio-chem;long-form-tasks;biouplift;eval-methodology;o1-preview;claude-3.5-sonnet,o1-preview; Claude 3.5 Sonnet,Post-deployment,https://www.aisi.gov.uk/blog/long-form-tasks,"Standard short-form Q&A evaluations substantially underestimate biological capability uplift risk, leaving the field's primary evaluation methodology structurally blind to real-world biouplift: long-form biological protocol generation responses require roughly ten times more output tokens than standard Q&A evaluations, revealing a structural gap between standard Q&A benchmarks and real-world biological task performance.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",None,Referenced in biosafety community policy discussions; not parliamentary or binding,,,Low,,,,Over 70% of the solutions autograder approved were downgraded by domain experts -- meaning standard automated evaluation systematically underestimates biouplift risk. -- AISI Long-Form Tasks report,Strongly Disproportionate,Low,Governance row -- excluded from headline stats; High+None -> Strongly Disproportionate; this finding compounds GOV1 -- both reflect the same systemic evaluation failure  [CLUBBED 2: UKAISI-2024-12-GOV2 + UKAISI-2024-12-GOV3],,,no,,methodology,government-AISI
USCAISI-2025-01-GOV1,NIST AI 800-1,US CAISI,NIST AI 800-1: Managing Misuse Risk for Dual-Use Foundation Models (Second Public Draft),2025-01-15,Policy/Standards;Institutional,nist-ai-800-1;nist;us-caisi;policy-standards;dual-use;misuse-risk,,N/A,https://www.nist.gov/news-events/news/2025/01/updated-guidelines-managing-misuse-risk-dual-use-foundation-models,"US CAISI/NIST voluntary best-practice framework (NIST AI 800-1) of recommended practices for identifying, measuring and mitigating misuse risk of dual-use foundation models across the AI lifecycle, developed with input from 70+ experts across industry and academia. The second public draft added domain-specific guidance on cybersecurity and chemical/biological risks, expanded model-evaluation approaches, explicit application to both open and closed models, and supply-chain risk management practices.",C2 (PROVISIONAL - pending ensemble),,,,pending-ensemble,Coded,None,None,None,,,,,https://www.nist.gov/news-events/news/2025/01/updated-guidelines-managing-misuse-risk-dual-use-foundation-models,In guidance,NIST AI 800-1 is itself official US government voluntary guidance for managing misuse risk of dual-use foundation models.,"guidelines on Managing Misuse Risk for Dual-Use Foundation Models (NIST AI 800-1), which outlines voluntary best practices for identifying, measuring, and mitigating risks to public safety and national security across the AI lifecycle.",https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-1.ipd2.pdf,Medium,(https://fas.org/publication/nist-ai-800-1/),,,,Proportionate: governance-signal captured as official guidance; not a capability finding. (PROV),high,"Governance-signal row (methodology-uptake / guidance), not a capability finding. Batch URL (aisi.gov.uk frontier-ai-trends-report-2025) 404'd and was not the authoritative source; source_url corrected to the NIST publication. Document is a Second Public Draft (Jan 15, 2025); initial draft July 2024 drew 70+ expert comments. Institution is NIST/CAISI (US), not UK AISI.  [CLUBBED 2: NEW-144 + USCAISI-2025-01-GOV1]","guidelines on Managing Misuse Risk for Dual-Use Foundation Models (NIST AI 800-1), which outlines voluntary best practices for identifying, measuring, and mitigating risks to public safety and national security across the AI lifecycle.",traceable,no,,governance,government-AISI
UKAISI-2025-02-GOV1,UKAISI-2025-02-GOV1,UK AISI,Principles for Evaluating Misuse Safeguards of Frontier AI Systems,2025-02-04,Eval-methodology,misuse-safeguards;safeguards;eval-methodology;five-step-framework;uk-aisi,N/A,N/A,https://www.aisi.gov.uk/research/principles-for-evaluating-misuse-safeguards-of-frontier-ai-systems,"Proposes five-step framework for evaluating frontier AI misuse safeguards. Key empirical finding: most current safeguard evaluations do not satisfy all five criteria, creating a systematic gap in how safety claims are validated.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",None,No binding requirements; paper proposes principles but documents that these are not yet adopted.,,,,,,,,Strongly Disproportionate,High,Published alongside companion blog post. Methodology paper with key empirical finding coded at Governance-High per special case rule.,Most current safeguard evaluations do not satisfy all five criteria -- creating a systematic gap in how safety claims are validated.,,no,,methodology,government-AISI
UKAISI-2025-03-GOV11,UKAISI-2025-03-GOV1,UK AISI,Model tampering attacks enable more rigorous evaluations of LLM capabilities,2025-03-02,Eval-methodology,model-tampering;capability-elicitation;sandbagging;eval-methodology;frontier-llms,Multiple frontier LLMs (unnamed),N/A,https://www.aisi.gov.uk/research/model-tampering-attacks-enable-more-rigorous-evaluations-of-llm-capabilities-2,"Demonstrates that model tampering attacks can reveal true capability ceilings that standard evaluations cannot detect. Key finding: standard evaluations without tampering systematically underestimate true model capabilities, creating a structural blind spot in capability assessment.",C2,C1,C2,C2,SPLIT,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",None,No binding requirement to use tampering-based evaluation methods.,,,,,,,,Strongly Disproportionate,High,Important for interpreting all AISI capability results. Governance-High per special case rule.,Standard evaluations without tampering systematically underestimate true model capabilities.,,no,,methodology,government-AISI
NEW-012,UKAISI-2025-03,UK AISI,Gemini 2.5 Pro Model Card and Pre-Deployment Access Failure,2025-03-25,Transparency/Disclosure,gemini-2.5-pro;google;model-card;non-disclosure;pre-deployment-access;transparency,Gemini 2.5 Pro (Google DeepMind),Post-deployment,https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-2-5-Pro-Model-Card.pdf,The cited source is Google DeepMind's own Gemini 2.5 Pro Model Card and contains none of the five governance findings; its actual content (capability benchmarks on AIME/MATH/Humanity's Last Exam/LiveCodeBench/Aider and references to Google's safety framework) is unrelated to the,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,governance,government-AISI
NEW-014,UKAISI-2025-04,UK AISI,RepliBench: Measuring Autonomous Replication Capabilities,2025-04-22,Autonomy;Eval-methodology,replibench;self-replication;benchmark-design;capability-chain;eval-methodology,7 frontier models (anonymised; best = Claude 3.7 Sonnet per arXiv version),Post-deployment,https://www.aisi.gov.uk/blog/replibench-measuring-autonomous-replication-capabilities-in-ai-systems,"RepliBench decomposes autonomous replication into a capability chain/categories (e.g., obtaining weights, replicating onto compute, obtaining resources, persisting/evading shutdown) — the benchmark structure of 20 task families across these categories is a distinct methodological",,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,methodology,government-AISI
UKAISI-2025-05-GOV1,UKAISI-2025-05,UK AISI,Making Safeguard Evaluations Actionable,2025-05-29,Eval-methodology,safeguard-evaluation;uplift-model;risk-quantification;eval-methodology;aisi,None (methodology paper),N/A,https://www.aisi.gov.uk/blog/making-safeguard-evaluations-actionable,"AISI's actionable safeguard evaluation framework centers on a quantitative uplift model that links safeguard evaluation scores to actionable risk estimates, bridging the gap between binary pass/fail outputs and meaningful risk quantification. The framework supports modular evaluation of individual safeguard components whose results are fused into a combined effectiveness estimate, and it supports responsive deployment (e.g., jailbreak bounty / continuous monitoring) so safeguards can be tightened if risk becomes unacceptable during deployment. It is delivered via an interactive web tool at aimisusemodel.com, enabling practitioners to apply the framework without requiring bespoke implementation.",C2,C2,C2,C2,yes,Coded,Acknowledged,Topical+Temporal,None,,,,,,In guidance,Referenced in NIST AI 800-2 draft on benchmark practices,,,Low,,,,,Proportionate,High,Governance row -- excluded from headline stats; methodology paper with no capability findings; Low+Partial (In guidance->Partial; highest of Acknowledged and Partial = Partial) -> Proportionate; NIST reference = In guidance policy level  [CLUBBED 4: NEW-015 + NEW-017 + UKAISI-2025-05-GOV1 + UKAISI-2025-05-GOV2],,,no,,governance,government-AISI
NEW-016,UKAISI-2025-05,UK AISI,Making Safeguard Evaluations Actionable,2025-05-29,Institutional,institutional;collaboration;redwood-research;mats;mit;safeguard-evaluation,None (methodology paper),N/A,https://www.aisi.gov.uk/blog/making-safeguard-evaluations-actionable,"Work was conducted in collaboration with Redwood Research, MATS, and MIT.",,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,no,,governance,government-AISI
KAISI-2025-12-SOC1,,Korea AI Safety Institute (K-AISI) / TTA,AI Safety Assessment of Kanana Essence 1.5 (Kakao) — first domestic AI safety evaluation (with TTA),2025-12-29,Institutional;Eval-tooling,k-aisi;tta;korea;kanana;safety-benchmark;non-frontier;reassuring-null,"Kanana Essence 1.5 (Kakao, multimodal); comparators Meta Llama 3.1 and Mistral 0.3",Post-deployment,https://www.aisi.re.kr/eng/sub/30,"Korea's first domestic AI-model safety evaluation, jointly published by K-AISI and TTA using Korea's own evaluation tools, assessed Kakao's Kanana Essence 1.5 against safety benchmarks and reported it scored higher on various safety benchmarks than global peers Llama 3.1 and Mistral 0.3. Reassuring/null result — no dangerous capability demonstrated.",C2,Cat2,Cat2,Cat2,yes,Coded,None,None,None,,,,,https://www.aisi.re.kr/eng/sub/30,None,,,None,Medium,wedoany (en.wedoany.com) (https://en.wedoany.com/shortnews/281275.html),,,"Except for Kakao's 'Kanana,' the first domestic AI safety assessment case jointly published by AISI and the Korea Telecommunications Technology Association (TTA), the safety levels or detailed indicators of most models were not disclosed.",Unobservable (no traceable responsible party),low,Primary K-AISI page (aisi.re.kr) unreachable (ECONNREFUSED/likely geo-blocked); details reconstructed from MLex and wedoany coverage of the official assessment. Higher-safety-score-vs-peers claim from MLex summary of K-AISI/TTA report. Domain 'Societal' is a best guess for general safety-benchmark scope — could be Jailbreaks; verify against primary once accessible. Severity provisional pending ensemble.,"Except for Kakao's 'Kanana,' the first domestic AI safety assessment case jointly published by AISI and the Korea Telecommunications Technology Association (TTA), the safety levels or detailed indicators of most models were not disclosed.",domestic-model,no,,capability-finding;reassuring-null;non-frontier,government-AISI
