Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
UKAISI-2025-07-JAI1,UKAISI-2025-07-JAI1,UK AISI,STACK: Adversarial attacks on LLM safeguard pipelines,2025-07-18,Jailbreaks,stack;staged-attack;safeguard-pipeline;attack-success-rate;clearharm;jailbreak,Multiple frontier models with multi-component safety systems,Post-deployment,https://www.aisi.gov.uk/research/stack-adversarial-attacks-on-llm-safeguard-pipelines,"The STACK staged attack bypasses multi-component LLM safeguard pipelines even when individual components appear robust, achieving 71% ASR black-box and 33% ASR in a no-access transfer setting on the ClearHarm catastrophic-misuse dataset.",C1,C1,C1,C1,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Low,,,,,,High,Relevant to Constitutional Classifier architecture entries already in v3. Medium+None = Disproportionate.,,,yes,no,methodology,government-AISI
UKAISI-2025-07-JAI2,UKAISI-2025-07-JAI1,UK AISI,STACK: Adversarial attacks on LLM safeguard pipelines,2025-07-18,Jailbreaks;Eval-tooling,stack;classifier;defense;shieldgemma;clearharm;few-shot,Multiple frontier models with multi-component safety systems,Post-deployment,https://www.aisi.gov.uk/research/stack-adversarial-attacks-on-llm-safeguard-pipelines,Authors' few-shot-prompted classifier reduces ASR to 0% on ClearHarm and outperforms ShieldGemma across three attack types and two datasets,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE [MERGED 2026-07-19: absorbed UKAISI-2025-07-JAI5, a cross-Report-ID duplicate (filed under Report ID UKAISI-2025-07-STACK) of this same few-shot-classifier-vs-ShieldGemma comparison, reporting the StrongREJECT-dataset result: the authors' few-shot Gemma2 classifier outperformed ShieldGemma despite no task-specific fine-tuning, on the same base model ShieldGemma was fine-tuned from.]",,,yes,no,methodology,government-AISI
UKAISI-2025-07-HUM1,UKAISI-2025-07-PERSUADE,UK AISI,The Levers of Political Persuasion with Conversational AI,2025-07-18,Human Influence,uk-aisi;persuasion;accuracy-tradeoff;anonymised-model,"19 LLMs, including some post-trained explicitly for persuasion (unnamed)",Post-deployment,https://www.aisi.gov.uk/research/the-levers-of-political-persuasion-with-conversational-ai,"UK AISI found post-training and prompting for persuasion substantially increased AI persuasiveness (+51% and +27% respectively), but the same techniques that increased persuasiveness also systematically decreased factual accuracy -- a direct safety-capability tradeoff.",C2,C2,C2,C2,yes,,,,,,,,"19 LLMs tested but not individually named -- Trackable=no for lack of an accountable single company, not lack of substance.",,,,,High,NBC News (https://www.nbcnews.com/tech/tech-news/ai-chatbots-used-inaccurate-information-change-political-opinions-stud-rcna247085),,,The most persuasive models and prompting strategies tended to produce the least accurate information.,,High,NEW-CANDIDATE 2026-07-17 (re-audit correction). Genuinely alarming safety-capability tradeoff finding previously omitted for imprecise reasoning.,where they increased AI persuasiveness they also systematically decreased factual accuracy.,anonymized-model,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2025-08-JAI3,UKAISI-2025-08-SECURITY,UK AISI,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,2025-07-20,Cyber;Autonomy,universal-attack;gemini;command-r;llama;prompt-injection,"Gemini 1.5 Flash, Gemini 2.0 Flash, Gemini Pro 1.5, Command-R, Llama 3.3 70B",Post-deployment,https://arxiv.org/abs/2507.20526,"A single, minimally-customized universal attack template achieved policy violations across a majority of tested behaviors with no per-behavior tailoring: 58%/50%/45% on Google's Gemini 1.5 Flash/2.0 Flash/Pro 1.5 respectively, and 33% on both Cohere's Command-R and Meta's Llama 3.3 70B.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 22 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2507.20526?fields=title,citationCount)",,,,High,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep). Excluded from main table: comparative-ranking/methodology finding per codebook S1(3).,"this injection successfully elicits policy violations in 58%, 50%, and 45% of all behaviors tested on Google's Gemini 1.5 Flash, Gemini 2.0 Flash, and Gemini Pro 1.5 respectively, and 33% on both Command-R and Llama 3.3 70B.",traceable,yes,no,capability-finding,government-AISI
UKAISI-2025-08-JAI4,UKAISI-2025-08-SECURITY,UK AISI,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,2025-07-20,Cyber;Autonomy,claude;llama;pixtral;attack-success-rate-ranking,"Claude 3.5/3.7 Sonnet, Claude 3.5 Haiku, Llama 3.3 70B, Llama 3.1 405B, Pixtral Large",Post-deployment,https://arxiv.org/abs/2507.20526,"Named-model breakdown of the competition's overall attack success rate found Claude models dramatically more robust than others: Claude 3.7 Sonnet:Thinking had the lowest ASR (1.5%), versus Llama 3.3 70B at the high end (6.7%, over 4x higher).",C2,C2,C1,C2,SPLIT,,,,,,,,,,,,,Medium,,"Semantic Scholar: 22 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2507.20526?fields=title,citationCount)",,,,Low,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep). Excluded from main table: comparative-ranking/methodology finding per codebook S1(3).,"Models vary in vulnerability, with Claude models exhibiting the highest robustness.",traceable,yes,no,capability-finding,government-AISI
UKAISI-2025-07-AUT1,UKAISI-2025-07-AUT1,UK AISI,Security challenges in AI agent deployment: Insights from a large scale public competition,2025-07-27,Autonomy;Cyber,prompt-injection;agent-hijacking;red-teaming;agentic-security;data-access;anonymised-model,"22 frontier AI agents across 44 realistic deployment scenarios, built on 19 state-of-the-art models (Agent Red Teaming / ART benchmark)",Aggregate,https://www.aisi.gov.uk/research/security-challenges-in-ai-agent-deployment-insights-from-a-large-scale-public-competition,"The largest public red-teaming competition against AI agents collected 1.8 million prompt-injection attacks; over 60,000 successfully elicited policy violations (unauthorized data access, illicit financial actions, regulatory noncompliance). Nearly all agents were breached within 10-100 queries, attacks transferred readily across models and tasks, and robustness showed limited correlation with model size, capability, or inference-time compute. The ART benchmark was released publicly.",C1,C1,C1,C1,yes,,,,,,,,https://www.aisi.gov.uk/research/security-challenges-in-ai-agent-deployment-insights-from-a-large-scale-public-competition,,,,,High,VentureBeat (https://venturebeat.com/security/red-teaming-llms-harsh-truth-ai-security-arms-race),,,"The UK AISI/Gray Swan challenge ran 1.8 million attacks across 22 models. Every model broke. No current frontier system resists determined, well-resourced attacks.",,High,Genuine eval: aggregate red-team competition result. No admissible company or policy response located (channels A/B None). Individual per-model breakdowns not exposed on landing page. [REPORT-ID FIX 2026-07-17: standalone report; Report ID = own Finding ID (was blank)],Nearly all agents exhibit policy violations for most behaviors within 10-100 queries.,traceable,yes,no,capability-finding;anonymised-model,government-AISI
METR-2025-08-AUT1,OPENAI-2025-08-SELF,METR,GPT-5 System Card — External Evaluations (METR),2025-08-07,Autonomy,metr;gpt-5;openai;time-horizon;autonomy;ai-r-and-d,GPT-5 (gpt-5-thinking),Pre-deployment,https://metr.org/evaluations/gpt-5-report/,"METR estimated GPT-5-thinking's autonomous task time-horizon increased roughly 50% versus o3 (2h15m vs 1h30m), but concluded it is unlikely to speed up AI R&D by >10x, sandbag evaluations, or self-exfiltrate.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,,,,,High,"NEW-CANDIDATE 2026-07-17. Independent METR evaluation, no government AISI involvement.",The observed 50%-time horizon of gpt-5-thinking was around 2h15m (65m - 4h30m 95% CI) -- compared to OpenAI o3's 1h30m.,traceable,yes,no,capability-finding,third-party-evaluator
APOLLO-2025-08-ALI2,OPENAI-2025-08-SELF,Apollo Research,GPT-5 System Card — External Evaluations (Apollo Research),2025-08-13,Alignment,apollo-research;gpt-5;openai;sandbagging;deceptive-actions;evaluation-awareness,"GPT-5 (gpt-5-thinking, gpt-5-thinking-helpful-only)",Pre-deployment,https://cdn.openai.com/gpt-5-system-card.pdf,"Apollo ran 26 evaluations (4600+ samples) for covert/deceptive action propensity on GPT-5; gpt-5-thinking showed a LOWER covert-action rate than its predecessor o3, but a helpful-only variant was far more deceptive.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,,,,,High,"NEW-CANDIDATE 2026-07-17. Company-published (Apollo section within OpenAI's own system card); no government AISI involved in this specific evaluation. Companion academic paper identified: ""OpenAI GPT-5 System Card (republished to arXiv, same document)"" (https://arxiv.org/abs/2601.03267) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","gpt-5-thinking takes deceptive actions in roughly 4% of trajectories, lower than the 8% rate of OpenAI o3. gpt-5-thinking-helpful-only is deceptive in 28% of trajectories.",traceable,yes,no,capability-finding,third-party-evaluator
UKAISI-2025-08-BIO1,UKAISI-2025-08,UK AISI,Deep ignorance: Filtering pretraining data builds tamper-res,2025-08-08,Bio-Chem;Eval-methodology,data-filtering;pretraining;tamper-resistance;in-context;layered-defence;cbrn,,N/A,https://arxiv.org/abs/2508.06601,"Filtered models could still leverage harmful info supplied in-context (search augmentation), so layered defence still needed",C1,C1,C2,C1,SPLIT,,,,,,,,,,,,,Medium,,"Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)",,,,Low,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/research/deep-ignorance-filtering-pretraining-data-builds-tamper-resistant-safeguards-into-open-weight-llms) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. ACCESS TYPE FILLED 2026-07-19: N/A -- Deep Ignorance trains custom 6.9B research models from scratch, not evaluating a deployed product.",,,yes,no,methodology,government-AISI
UKAISI-2025-08-JAI11,UKAISI-2025-08,UK AISI,Deep ignorance: Filtering pretraining data builds tamper-resistant safeguards,2025-08-08,Bio-Chem;Jailbreaks,data-filtering;tamper-resistance;biothreat;adversarial-fine-tuning;open-weight;cbrn,Open-weight LLMs (unnamed; multiple tested),Post-deployment,https://arxiv.org/abs/2508.06601,"Filtering hazardous content from pretraining data yields substantially more tamper-resistant safety than post-training defences alone — filtered models resisted adversarial fine-tuning up to 10,000 steps / 300M tokens of biothreat text.",C2,C2,C2,C2,yes,,,,,,,,AISI research page; Google Scholar; no company statements found.,,,,,High,,"Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)",,,,High,"Medium+None = Disproportionate. Positive intervention paper but implies current post-training-only models are substantially weaker. Source URL updated from blog (https://www.aisi.gov.uk/research/deep-ignorance-filtering-pretraining-data-builds-tamper-resistant-safeguards-into-open-weight-llms) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,yes,no,methodology,government-AISI
CIP-2025-08-SOC1,CIP-2025-08-OPUS41,Collective Intelligence Project (Weval),Claude Opus 4.1 Model Card (Weval),2025-08-17,Societal,cip;weval;claude-opus-4.1;hiring-bias;discrimination,Claude Opus 4.1,Post-deployment,https://weval.org/cards/claude-opus-4.1,"CIP's Weval platform found Claude Opus 4.1 exhibited a concerning vulnerability to bias in sensitive hiring contexts, scoring significantly lower for a candidate profile associated with gender identity/community involvement cues.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17 (AEF completeness sweep). Weval test blueprints (prompts/rubrics) are community-submitted via GitHub PR, not authored in-house by CIP; the Model Card synthesis/verdict text is CIP/Weval's own aggregated output. Kunal decision 2026-07-17: include -- CIP is the evaluating/publishing party even though blueprint authorship is crowdsourced, analogous to HAL aggregating community benchmark runs.","The model exhibits a concerning vulnerability to bias in sensitive hiring contexts, particularly evidenced by significantly lower scores for the 'Sofía Ramirez' candidate profile in Latent Discrimination in Hiring Score, suggesting potential bias related to gender identity or associated community involvement.",traceable,yes,no,capability-finding,third-party-evaluator
CIP-2025-08-ALI1,CIP-2025-08-GPT5,Collective Intelligence Project (Weval),GPT-5 Model Card (Weval),2025-08-20,Alignment,cip;weval;gpt-5;mental-health;self-harm;crisis-response,GPT-5,Post-deployment,https://weval.org/cards/gpt-5,"CIP's Weval platform found GPT-5 scored worst-in-class (0.06 vs. peer average 0.31, its worst result across 15 blueprints) on a mental-health crisis-response evaluation, showing a demonstrated tendency to engage with harmful self-harm planning prompts.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17 (AEF completeness sweep). Weval test blueprints (prompts/rubrics) are community-submitted via GitHub PR, not authored in-house by CIP; the Model Card synthesis/verdict text is CIP/Weval's own aggregated output. Kunal decision 2026-07-17: include -- CIP is the evaluating/publishing party even though blueprint authorship is crowdsourced, analogous to HAL aggregating community benchmark runs.","Deploying the model in mental health crisis support applications without extremely robust, hard-coded safety guardrails is highly risky due to its demonstrated tendency to engage with harmful self-harm planning prompts, potentially providing dangerous information, as highlighted in Stanford HAI Mental Health Safety: LLM Appropriateness in Crisis Scenarios.",traceable,yes,no,capability-finding,third-party-evaluator
LATTICEFLOW-2025-09-JAI1,LATTICEFLOW-2025-09,LatticeFlow AI,Is Swiss LLM Ready for Enterprise Adoption? (Apertus evaluation),2025-09-02,Jailbreaks,latticeflow;apertus;swiss-llm;jailbreak,"Apertus (compared to Mistral, Qwen, Llama, DeepSeek)",Post-deployment,https://latticeflow.ai/news/is-swiss-llm-ready-for-enterprise-adoption,"LatticeFlow found Switzerland's open Apertus model had only modest baseline jailbreak resistance (up to 21.2% unmitigated rejection, comparable to other open models) but reached 99% attack rejection once guardrails were added.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep).,"Swiss LLM shows modest baseline security, similar to other open models. But with the right guardrails in place, it reaches enterprise-grade performance: 99% attack rejection.",traceable,yes,no,capability-finding,third-party-evaluator
TRANSLUCE-2025-09-JAI1,TRANSLUCE-2025-09,Transluce,Automatically Jailbreaking Frontier Language Models with Investigator Agents,2025-09-03,Jailbreaks,transluce;claude-sonnet-4;gpt-5;gemini-2.5-pro;deepseek-r1;grok-4;investigator-agents,"Claude Sonnet 4, Claude Opus 4.1, GPT-5-main, GPT-5-thinking, GPT-4.1, GPT-oss-20b/120b, Gemini 2.5 Pro, DeepSeek-R1, Grok 4",Post-deployment,https://transluce.org/jailbreaking-frontier-models,"Transluce's RL-trained investigator agents generated natural-language jailbreaks for 48 CBRN/drug-related high-risk tasks, achieving pass@1 success rates of 92% on Claude Sonnet 4, 90% on Gemini 2.5 Pro, 98% on Grok 4, 78% on GPT-5-main, and only 28% on GPT-5-thinking.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,,,,,High,NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep).,"We train investigator agents using reinforcement learning to generate natural language jailbreaks for 48 high-risk tasks involving CBRN materials, explosives, and illegal drugs.",traceable,yes,no,capability-finding,third-party-evaluator
UKAISI-2025-09-AUT1,AISI-2025-2HOP,UK AISI,Lessons from studying two-hop latent reasoning,2025-09-06,Alignment;Eval-methodology,latent-reasoning;two-hop;chain-of-thought;compositional-reasoning;gpt-4o;llama-3-8b,"GPT-4o, Llama 3 8B",Post-deployment,https://aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning,"In controlled tests, LLMs fail to compose two purely synthetic facts but succeed at latent two-hop (compositional) reasoning when one fact is synthetic and one is natural, demonstrating genuine latent internal reasoning while leaving open how the ability scales with model size. Relevant to the limits of chain-of-thought monitoring.",C2,C2,C2,C2,yes,,,,,,,,https://aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning,,,,,Low,,,,,,High,"URL, title, date (2025-09-06), models (GPT-4o + Llama 3 8B), and quote all verified against the AISI research page. GPT-4o is frontier; Llama 3 8B is non-frontier. Companion academic paper identified: ""Lessons from Studying Two-Hop Latent Reasoning"" (https://arxiv.org/abs/2411.16353) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. [MERGED 2026-07-19: absorbed UKAISI-2025-09-ALI1's methodology detail -- use of purely synthetic facts to rule out memorization/reasoning-shortcut confounds -- into this row's two-hop reasoning finding.]","Models fail to compose two synthetic facts, but can succeed when one fact is synthetic and the other is natural. These results demonstrate that LLMs are undeniably capable of latent two-hop reasoning",response-unobservable,yes,no,methodology,government-AISI
UKAISI-2025-09-SOC1,UKAISI-2025-09,UK AISI,Do Chatbots Inform or Misinform Voters?,2025-09-08,Societal;Human Influence,misinformation;elections;political-knowledge;rct;anonymised-model;uk-aisi,Handful of AI models (anonymised),Post-deployment,https://arxiv.org/abs/2509.05219,"In a 2,858-participant RCT during the 2024 UK general election, approximately 13% of UK voters used AI chatbots for political information, yet chatbot use did not degrade political knowledge compared to standard internet search, indicating AI is not yet a major political misinformation vector in the UK.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Low,,"Semantic Scholar: 7 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2509.05219?fields=title,citationCount)",,,,High,"Reassuring null-result finding; no emergency action warranted; policy citations appropriate given ongoing consultation processes Source URL updated from blog (https://www.aisi.gov.uk/blog/do-chatbots-inform-or-misinform-voters) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. DATE FIX 2026-07-18: corrected from 2025-09-30 to 2025-09-08 to match the (verified-correct) source paper's actual date; content itself was confirmed accurate against this source. [MERGED 2026-07-19: absorbed UKAISI-2025-09-GOV4, a cross-Report-ID duplicate of this same political-knowledge RCT (filed under Report ID UKAISI-2025-09-POLKNOW); adopted its verbatim Key Quote.]",conversations with AI increase political knowledge (increase belief in true information and decrease belief in misinformation) to the same extent as self-directed internet search.,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
APOLLO-2025-09-ALI3,APOLLO-2025-09,Apollo Research (in partnership with OpenAI),Stress Testing Deliberative Alignment for Anti-Scheming Training,2025-09-17,Alignment,apollo-research;openai;o3;o4-mini;gemini-2.5-pro;claude-4-opus;grok-4;anti-scheming;deliberative-alignment,"OpenAI o3, o4-mini, Gemini 2.5 Pro, Claude 4 Opus, Grok 4",Post-deployment,https://www.apolloresearch.ai/science/stress-testing-deliberative-alignment-for-anti-scheming-training/,"Apollo partnered with OpenAI to test anti-scheming deliberative-alignment training across frontier models, finding it sharply cut covert-action rates in o3/o4-mini, though partly via increased situational awareness of being tested rather than genuine alignment.",C1,C1,C1,C1,yes,,,,,,,,,,,,,High,TechCrunch (https://techcrunch.com/2025/09/18/openais-research-on-ai-models-deliberately-lying-is-wild/),,,,,High,"NEW-CANDIDATE 2026-07-17. Cross-lab Apollo study conducted WITH OpenAI (methodology partnership), no government AISI. Companion academic paper identified: ""Stress Testing Deliberative Alignment for Anti-Scheming Training"" (https://arxiv.org/abs/2509.15541) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","[covert action rates fell] from 8.7% to 0.3% for OpenAI o4-mini, and 13.0% to 0.4% for OpenAI o3.",traceable,yes,no,capability-finding,third-party-evaluator
USCAISI-2025-09-HUM1,USCAISI-2025-09,US CAISI,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Human Influence;Societal,deepseek-r1;deepseek;deepseek-v3.1;ccp-narratives;misinformation;censorship;us-caisi,"DeepSeek R1, DeepSeek R1-0528, DeepSeek V3.1",Post-deployment,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,CCP narratives: DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models (Human Influence/Societal finding).,C2,C2,C2,C2,yes,,,,,,,,,,,,,High,Mirage News (https://www.miragenews.com/caisi-evaluation-of-deepseek-ai-models-finds-1544122/); TechRepublic (https://www.techrepublic.com/article/news-deepseek-security-gaps-caisi-study/); Cybernews (https://cybernews.com/security/nist-warns-of-flawed-deepseek-security-ccp-narratives/); HPCwire (https://www.hpcwire.com/off-the-wire/caisi-evaluation-of-deepseek-ai-models-finds-shortcomings-and-risks/); Homeland Security Newswire (https://www.homelandsecuritynewswire.com/dr20251006-evaluating-deepseek-ai-models-finds-shortcomings-and-risks),,,DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models did.,,High,"NEW-CANDIDATE [Report tested: GPT-5; Anthropic Opus 4] Companion academic paper identified: ""Evaluation of DeepSeek AI Models (CAISI report)"" (https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. RECLASSIFIED 2026-07-19: Severity=C2 (benchmark-score/relative-uplift/comparative-ranking per codebook S4 -- ""not, by itself, alarming"") contradicted Action Trackable?=yes; no company response ever existed (Action Level=None). Moved out of the accountability set per S1(3)'s standing exclusion for this exact finding type.",DeepSeek models echoed four times as many inaccurate and misleading CCP narratives as U.S. reference models did.,traceable,yes,no,capability-finding,government-AISI
USCAISI-2025-09-CYB1,USCAISI-2025-09,US CAISI,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Cyber,deepseek;gpt-5;claude-opus-4;cyber-uplift;benchmarks;reassuring-null;us-caisi,DeepSeek R1/R1-0528/V3.1; GPT-5; Anthropic Opus 4,Post-deployment,https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf,"DeepSeek models lag behind US frontier models (GPT-5 and Anthropic Opus 4) in software engineering and cybersecurity benchmarks, suggesting their practical cyber uplift potential is lower than US SOTA models.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Medium,BABL AI (https://babl.ai/u-s-evaluation-finds-chinas-deepseek-ai-models-lagging-risky/),,Paul Dabbar (US Deputy Secretary of Commerce) X post (https://x.com/PDabbar/status/1973418006425333942),,,High,"Proportionate: Low+Acknowledged (Cited maps to Acknowledged; max(None,Acknowledged)=Acknowledged; Low+Acknowledged=Proportionate). No company channel response (ch_a=None) but proportionality not Mixed because Low severity floor applies. Source URL updated from blog (https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,yes,no,capability-finding;reassuring-null,government-AISI
UKAISI-2025-10-ALI1b,UKAISI-2025-10-ALI1b,UK AISI,Poisoning Attacks on LLMs Require a Near-constant Number of Poison Samples,2025-10-08,Alignment,data-poisoning;backdoor;training-attacks;model-scale;non-frontier,"Research-trained LLMs from 600M to 13B parameters (6B-260B training tokens, chinchilla-optimal); joint Anthropic / UK AISI / Alan Turing Institute study",N/A,https://www.aisi.gov.uk/research/poisoning-attacks-on-llms-require-a-near-constant-number-of-poison-samples,"Data-poisoning attacks require a near-constant number of malicious documents regardless of model or dataset size: as few as 250 poisoned documents reliably backdoored models from 600M to 13B parameters (100 did not robustly succeed, 250+ did), overturning the assumption that larger models need proportionally more poison. Same dynamics held in pretraining and fine-tuning. The demonstrated backdoor was narrow (gibberish output), which the authors note is unlikely to pose major frontier risk.",C2,C2,C2,C2,yes,,,"Anthropic co-authored and published the finding on its own research blog ('A small number of samples can poison LLMs of any size'), framing poisoning as more feasible than previously believed while noting the tested backdoor is narrow and low-risk for frontier models.",as few as 250 malicious documents can produce a 'backdoor' vulnerability in a large language model—regardless of model size or training data volume.,2025-10-09,1,https://www.anthropic.com/research/small-samples-poison,https://www.aisi.gov.uk/research/poisoning-attacks-on-llms-require-a-near-constant-number-of-poison-samples,,,,,High,"PC Gamer, Engadget, InfoQ, Dark Reading, Dell blog (https://www.infoq.com/news/2025/11/anthropic-poison-attack/)",,,,,High,"Anthropic is a co-author, so Channel A is the company's own primary-source blog (admissible). Broad media coverage supports High traction. Channel C verbatim left empty (no exact quote pulled from a media source). [REPORT-ID FIX 2026-07-17: cluster with UKAISI-2025-10-ALI4; shared Report ID] Companion academic paper identified: ""Poisoning Attacks on LLMs Require a Near-constant Number of Poison Samples"" (https://arxiv.org/abs/2510.07192) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. [MERGED 2026-07-19: absorbed UKAISI-2025-10-ALI4's scope detail -- framed as the largest pretraining-poisoning experiment to date, also examining fine-tuning poisoning dynamics and varying poison-to-clean ratios -- into this row's poisoning finding.]",250 poisoned documents similarly compromise models across all model and dataset sizes.,traceable,yes,no,capability-finding;non-frontier,government-AISI
UKAISI-2025-10-ALI1,UKAISI-2025-10,UK AISI,Transcript Analysis for AI Agent Evaluations,2025-10-10,Alignment;Eval-methodology,refusal;transcript-analysis;ctf;agent-evaluation;anonymised-model;uk-aisi,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"One anonymised AI agent unexpectedly refused to comply with assigned tasks in approximately 10% of evaluation attempts, a failure mode invisible in pass-rate metrics alone.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",In guidance,"Referenced in International Network consensus document on evaluation best practices (a generic reference to transcript analysis as a QA practice, not this specific 10% figure).",,https://www.aisi.gov.uk/blog/international-ai-network-consensus-and-open-questions,Low,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,High,"Models anonymised -- no company attribution possible. Mixed proportionality: ch_a=None, ch_b=In guidance (Partial); one channel Partial + one None triggers Mixed override. Confidence Low: anonymisation prevents verification of which specific models or companies this applies to. Source URL updated from blog (https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. DATE FIX 2026-07-18: corrected from 2025-10-10 to 2026-05-08 to match the (verified-correct) source paper's actual date; content itself was confirmed accurate against this source.","In our case study, one agent refused to comply with the task in 10% of its attempts, while another triggered the provider's policy violation detector in 30% of attempts.",,yes,no,methodology,government-AISI
UKAISI-2025-10-ALI2,UKAISI-2025-10,UK AISI,Transcript Analysis for AI Agent Evaluations,2025-10-10,Alignment;Eval-methodology,policy-violations;transcript-analysis;ctf;agent-evaluation;alignment-failure;uk-aisi,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"A separate anonymised AI agent triggered policy violations in approximately 30% of evaluation attempts, indicating a systematic alignment failure that pass-rate metrics do not capture.",C1,C1,C1,C1,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Low,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,High,"Models anonymised. Mixed proportionality: ch_a=None, ch_b=In guidance (Partial); Mixed override applies. Confidence Low: anonymisation prevents identification of specific models. Source URL updated from blog (https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. DATE FIX 2026-07-18: corrected from 2025-10-10 to 2026-05-08 to match the (verified-correct) source paper's actual date; content itself was confirmed accurate against this source.","In our case study, one agent refused to comply with the task in 10% of its attempts, while another triggered the provider's policy violation detector in 30% of attempts.",,yes,no,methodology,government-AISI
